date,open,close,ma5,ma10,ma5_up_10,ma5_down_10,ma5_up_10_earning,ma5_down_10_earning
2014-11-13,5421.139,5314.681,5427.197,5485.651,,,0.0,0.0
2014-11-12,5355.175,5421.58,5474.096,5511.036,,,0.0,0.0
2014-11-11,5544.214,5370.032,5492.704,5526.448,,,0.0,0.0
2014-11-10,5502.542,5533.825,5523.434,5543.389,,True,0.0,-180.096
2014-11-07,5556.461,5495.866,5531.762,5534.097,,,0.0,0.0
2014-11-06,5515.46,5549.176,5544.104,5525.596,,,0.0,0.0
2014-11-05,5522.36,5514.622,5547.976,5510.959,,,0.0,0.0
2014-11-04,5575.675,5523.68,5560.193,5506.404,,,0.0,0.0
2014-11-03,5556.671,5575.466,5563.344,5505.792,,,0.0,0.0
2014-10-31,5574.878,5557.577,5536.432,5503.792,True,,29.619,0.0
2014-10-30,5574.967,5568.535,5507.088,5495.969,,,0.0,0.0
2014-10-29,5552.495,5575.705,5473.942,5491.658,,,0.0,0.0
2014-10-28,5451.41,5539.438,5452.616,5495.242,,,0.0,0.0
2014-10-27,5396.218,5440.906,5448.241,5499.02,,,0.0,0.0
2014-10-24,5405.502,5410.856,5471.153,5514.936,,,0.0,0.0
2014-10-23,5457.391,5402.805,5484.851,5537.944,,,0.0,0.0
2014-10-22,5520.428,5469.073,5509.375,5565.295,,,0.0,0.0
2014-10-21,5560.532,5517.563,5537.869,5585.07,,,0.0,0.0
2014-10-20,5492.134,5555.466,5549.799,5593.794,,,0.0,0.0
2014-10-17,5518.805,5479.347,5558.72,5594.718,,True,0.0,155.12
2014-10-16,5587.709,5525.425,5591.037,5597.766,,,0.0,0.0
2014-10-15,5577.844,5611.542,5621.216,5594.195,,,0.0,0.0
2014-10-14,5593.922,5577.213,5632.272,5581.097,,,0.0,0.0
2014-10-13,5611.12,5600.072,5637.789,5565.422,,,0.0,0.0
2014-10-10,5655.814,5640.934,5630.716,5541.261,,,0.0,0.0
2014-10-09,5678.984,5676.318,5604.494,5521.193,,,0.0,0.0
2014-10-08,5625.932,5666.822,5567.174,5493.393,,,0.0,0.0
2014-09-30,5576.232,5604.8,5529.922,5464.49,,,0.0,0.0
2014-09-29,5532.174,5564.706,5493.055,5437.959,,,0.0,0.0
2014-09-26,5484.728,5509.826,5451.805,5436.758,True,,47.751,0.0
2014-09-25,5508.528,5489.715,5437.891,5436.811,,,0.0,0.0
2014-09-24,5409.734,5480.562,5419.613,5433.684,,,0.0,0.0
2014-09-23,5352.314,5420.465,5399.058,5433.508,,,0.0,0.0
2014-09-22,5434.904,5358.458,5382.863,5438.971,,,0.0,0.0
2014-09-19,5403.501,5440.257,5421.712,5448.028,,True,0.0,29.401
2014-09-18,5368.631,5398.323,5435.731,5446.792,,,0.0,0.0
2014-09-17,5347.498,5377.787,5447.756,5446.089,,,0.0,0.0
2014-09-16,5553.33,5339.49,5467.957,5443.273,,,0.0,0.0
2014-09-15,5507.05,5552.702,5495.08,5438.36,,,0.0,0.0
2014-09-12,5455.005,5510.354,5474.344,5403.393,,,0.0,0.0
2014-09-11,5484.459,5458.445,5457.853,5365.891,,,0.0,0.0
2014-09-10,5465.505,5478.795,5444.422,5339.437,,,0.0,0.0
2014-09-09,5463.544,5475.102,5418.588,5306.615,,,0.0,0.0
2014-09-05,5440.692,5449.023,5381.641,5281.524,,,0.0,0.0
2014-09-04,5392.641,5427.9,5332.441,5262.41,,,0.0,0.0
2014-09-03,5370.605,5391.292,5273.93,5242.078,True,,285.026,0.0
2014-09-02,5303.071,5349.623,5234.451,5224.178,,,0.0,0.0
2014-09-01,5213.773,5290.366,5194.642,5209.862,,True,0.0,-314.434
2014-08-29,5141.156,5203.026,5181.407,5199.614,,,0.0,0.0
2014-08-28,5189.289,5135.342,5192.378,5189.959,,,0.0,0.0
2014-08-27,5155.33,5193.899,5210.226,5180.227,,,0.0,0.0
