,date,open,close,low,ma5,ma10,ma20,KDJ.K,KDJ.D,KDJ.J,kdjdown,maup,both,earning,stoploss_point,stoploss,earning_with_stoploss
122, 2015/08/21,3609.96,3507.74,3490.54,3741.4,3837.0,3769.85,-73.04,-64.032,-18.014,False,True,False,0.0,3068.466,0.0,0.0
123, 2015/08/20,3754.57,3664.29,3663.61,3833.2,3860.7,3798.05,-51.905,-61.781,19.752,False,True,False,0.0,3191.3845,0.0,0.0
124, 2015/08/19,3646.8,3794.11,3558.38,3891.0,3860.4,3821.0,-40.113,-64.25,48.273,False,False,False,0.0,3099.78,0.0,0.0
125, 2015/08/18,3999.13,3748.16,3743.39,3909.6,3850.4,3832.6,-37.698,-70.284,65.172,False,True,False,0.0,3399.2605,0.0,0.0
126, 2015/08/17,3947.84,3993.67,3907.4,3945.6,3851.3,3846.1,-29.388,-78.43,98.084,False,True,False,0.0,3355.664,0.0,0.0
127, 2015/08/14,3976.41,3965.33,3939.83,3932.6,3814.3,3846.05,-43.352,-90.691,94.677,False,True,False,0.0,3379.9485,0.0,0.0
128, 2015/08/13,3869.91,3954.56,3838.16,3888.2,3784.1,3845.6,-57.659,-102.525,89.733,False,True,False,0.0,3289.4235,0.0,0.0
129, 2015/08/12,3881.23,3886.32,3871.14,3829.8,3759.2,3839.05,-73.984,-113.742,79.516,False,True,False,0.0,3299.0455,0.0,0.0
130, 2015/08/11,3928.81,3927.91,3891.18,3791.2,3749.4,3835.0,-86.797,-123.682,73.77,False,True,False,0.0,3339.4885,0.0,0.0
131, 2015/08/10,3786.03,3928.42,3775.85,3757.0,3722.9,3834.8,-106.122,-132.903,53.561,False,False,False,0.0,3218.1255,0.0,0.0
132, 2015/08/07,3692.61,3744.2,3686.3,3696.0,3702.7,3836.95,-129.298,-139.598,20.601,False,False,False,0.0,3138.7185,0.0,0.0
133, 2015/08/06,3625.5,3661.54,3614.74,3680.0,3735.4,3843.65,-138.24,-142.173,7.866,False,False,False,0.0,3081.675,0.0,0.0
134, 2015/08/05,3745.65,3694.57,3676.39,3688.6,3781.6,3846.0,-139.227,-143.156,7.859,False,False,False,0.0,3183.8025,0.0,0.0
135, 2015/08/04,3621.86,3756.54,3601.29,3707.6,3814.8,3836.65,-141.824,-144.139,4.63,True,False,False,0.0,3078.581,0.0,0.0
136, 2015/08/03,3614.99,3622.91,3549.5,3688.8,3840.9,3835.15,-149.385,-144.717,-9.336,False,False,False,0.0,3072.7415,0.0,0.0
137, 2015/07/31,3655.67,3663.73,3620.17,3709.4,3877.8,3842.8,-143.258,-143.55,0.584,False,False,False,0.0,3107.3195,0.0,0.0
138, 2015/07/30,3773.79,3705.77,3685.96,3790.8,3907.1,3843.95,-137.51,-143.623,12.227,False,False,False,0.0,3207.7215,0.0,0.0
139, 2015/07/29,3689.82,3789.17,3612.06,3874.6,3918.9,3854.35,-132.453,-145.152,25.397,False,False,False,0.0,3136.347,0.0,0.0
140, 2015/07/28,3573.14,3663.0,3537.36,3922.0,3920.6,3867.6,-132.564,-148.326,31.524,False,False,False,0.0,3037.169,0.0,0.0
141, 2015/07/27,3985.57,3725.56,3720.44,3993.0,3946.7,3898.3,-117.931,-152.267,68.671,False,True,False,0.0,3387.7345,0.0,0.0
142, 2015/07/24,4124.75,4070.91,4044.83,4046.2,3971.2,3914.65,-103.909,-160.851,113.884,False,True,False,0.0,3506.0375,0.0,0.0
143, 2015/07/23,4022.27,4123.92,4019.04,4023.4,3951.9,3920.75,-119.662,-175.086,110.848,False,True,False,0.0,3418.9295,0.0,0.0
144, 2015/07/22,3996.43,4026.04,3960.86,3963.2,3910.4,3940.9,-143.426,-188.942,91.032,False,True,False,0.0,3396.9655,0.0,0.0
145, 2015/07/21,3939.9,4017.67,3912.8,3919.2,3858.5,3974.15,-161.706,-200.321,77.231,False,True,False,0.0,3348.915,0.0,0.0
146, 2015/07/20,3948.42,3992.11,3927.12,3900.4,3829.4,4002.05,-181.832,-209.975,56.285,False,True,False,0.0,3356.157,0.0,0.0
147, 2015/07/17,3831.42,3957.35,3814.15,3896.2,3807.8,4026.35,-202.274,-217.011,29.473,True,False,False,0.0,3256.707,0.0,0.0
148, 2015/07/16,3758.5,3823.18,3688.44,3880.4,3780.8,4067.8,-221.884,-220.695,-2.379,True,False,False,0.0,3194.725,0.0,0.0
149, 2015/07/15,3874.97,3805.7,3741.25,3857.6,3789.8,4125.05,-230.025,-220.397,-19.256,True,False,False,0.0,3293.7245,0.0,0.0
150, 2015/07/14,3958.37,3924.49,3855.56,3797.8,3814.6,4179.1,-235.291,-217.99,-34.6,True,False,False,0.0,3364.6145,0.0,0.0
151, 2015/07/13,3918.99,3970.39,3858.64,3758.4,3849.9,4236.05,-250.684,-213.665,-74.036,True,False,False,0.0,3331.1415,0.0,0.0
152, 2015/07/10,3707.46,3877.8,3677.43,3719.4,3858.1,4295.8,-271.358,-204.411,-133.894,True,False,False,0.0,3151.341,0.0,0.0
153, 2015/07/09,3432.45,3709.33,3373.54,3681.2,3889.6,4358.0,-284.371,-187.674,-193.394,True,False,False,0.0,2917.5825,0.0,0.0
154, 2015/07/08,3467.4,3507.19,3421.53,3722.0,3971.4,4427.85,-279.691,-163.5,-232.383,True,False,False,0.0,2947.29,0.0,0.0
155, 2015/07/07,3654.78,3727.12,3585.4,3831.4,4089.8,4508.2,-249.068,-134.452,-229.233,True,False,False,0.0,3106.563,0.0,0.0
156, 2015/07/06,3975.21,3775.91,3653.04,3941.4,4174.7,4578.4,-228.752,-105.798,-245.909,True,False,False,0.0,3378.9285,0.0,0.0
157, 2015/07/03,3793.71,3686.92,3629.56,3996.8,4244.9,4640.8,-204.462,-75.059,-258.806,True,False,False,0.0,3224.6535,0.0,0.0
158, 2015/07/02,4058.62,3912.77,3795.25,4098.0,4354.8,4703.8,-161.424,-42.709,-237.432,True,False,False,0.0,3449.827,0.0,0.0
159, 2015/07/01,4214.15,4053.7,4043.37,4220.8,4460.3,4753.65,-127.14,-13.03,-228.221,True,False,False,0.0,3582.0275,0.0,0.0
160, 2015/06/30,4006.75,4277.22,3847.879,4348.2,4543.6,4796.45,-95.881,15.498,-222.759,True,False,False,0.0,3405.7375,0.0,0.0
161, 2015/06/29,4289.77,4053.03,3875.05,4408.0,4622.2,4824.05,-77.347,43.343,-241.38,True,False,False,0.0,3646.3045,0.0,0.0
162, 2015/06/26,4399.93,4192.87,4139.53,4493.0,4733.5,4852.0,-29.739,73.515,-206.509,True,False,False,0.0,3739.9405,0.0,0.0
163, 2015/06/25,4711.76,4527.78,4483.55,4611.6,4826.4,4873.35,17.22,99.329,-164.218,True,False,False,0.0,4004.996,0.0,0.0
164, 2015/06/24,4604.58,4690.15,4552.13,4699.8,4884.3,4894.1,42.807,119.856,-154.098,True,False,False,0.0,3913.893,0.0,0.0
165, 2015/06/23,4471.61,4576.49,4264.771,4739.0,4926.6,4905.1,58.311,139.119,-161.616,True,False,False,0.0,3800.8685,0.0,0.0
166, 2015/06/19,4689.93,4478.36,4476.5,4836.4,4982.1,4916.95,88.823,159.321,-140.996,True,False,False,0.0,3986.4405,0.0,0.0
167, 2015/06/18,4942.521,4785.36,4780.871,4974.0,5036.7,4925.95,136.467,176.945,-80.956,True,True,True,-1337.719,4201.14285,-741.37815,-741.37815
168, 2015/06/17,4890.55,4967.9,4767.22,5041.2,5052.8,4913.1,164.036,187.065,-46.058,True,False,False,0.0,4156.9675,0.0,0.0
169, 2015/06/16,5004.41,4887.43,4842.1,5068.8,5047.0,4887.05,178.251,192.822,-29.142,False,True,False,0.0,4253.7485,0.0,0.0
170, 2015/06/15,5174.42,5062.99,5048.74,5114.2,5049.3,4863.55,201.996,196.464,11.062,False,True,False,0.0,4398.257,0.0,0.0
171, 2015/06/12,5143.341,5166.351,5103.401,5127.8,5025.9,4824.6,211.489,195.082,32.814,False,True,False,0.0,4371.83985,0.0,0.0
172, 2015/06/11,5101.441,5121.591,5050.761,5099.4,4970.5,4781.7,210.005,190.98,38.051,False,True,False,0.0,4336.22485,0.0,0.0
173, 2015/06/10,5049.201,5106.041,5001.491,5064.4,4920.3,4744.55,209.615,186.224,46.782,False,True,False,0.0,4291.82085,0.0,0.0
174, 2015/06/09,5145.981,5113.531,5042.961,5025.2,4903.9,4708.0,207.651,180.376,54.55,False,True,False,0.0,4374.08385,0.0,0.0
175, 2015/06/08,5045.691,5131.881,4997.481,4984.4,4883.6,4672.4,201.361,173.557,55.609,False,True,False,0.0,4288.83735,0.0,0.0
176, 2015/06/05,5016.092,5023.102,4898.072,4924.0,4851.8,4632.5,188.536,166.606,43.86,False,True,False,0.0,4263.6782,0.0,0.0
177, 2015/06/04,4912.952,4947.102,4647.412,4841.6,4815.2,4591.6,180.5,161.123,38.752,False,True,False,0.0,4176.0092,0.0,0.0
178, 2015/06/03,4924.381,4909.981,4822.441,4776.2,4773.4,4549.85,175.355,156.279,38.151,False,True,False,0.0,4185.72385,0.0,0.0
179, 2015/06/02,4844.701,4910.531,4797.551,4782.6,4727.1,4515.85,170.018,151.51,37.014,False,True,False,0.0,4117.99585,0.0,0.0
180, 2015/06/01,4633.101,4828.741,4615.231,4782.8,4677.8,4485.25,160.676,146.884,27.586,False,True,False,0.0,3938.13585,0.0,0.0
181, 2015/05/29,4603.471,4611.741,4431.561,4779.6,4623.3,4467.85,154.744,143.435,22.617,False,True,False,0.0,3912.95035,0.0,0.0
182, 2015/05/28,4943.741,4620.271,4614.241,4788.8,4592.9,4459.3,167.016,140.608,52.815,False,True,False,0.0,4202.17985,0.0,0.0
183, 2015/05/27,4932.852,4941.711,4857.062,4770.6,4568.8,4452.15,179.381,134.006,90.749,False,True,False,0.0,4192.9242,0.0,0.0
184, 2015/05/26,4854.852,4910.901,4779.082,4671.6,4512.1,4428.85,159.826,122.663,74.327,False,True,False,0.0,4126.6242,0.0,0.0
185, 2015/05/25,4660.082,4813.802,4656.822,4572.8,4461.2,4409.7,135.679,113.372,44.614,False,True,False,0.0,3961.0697,0.0,0.0
186, 2015/05/22,4584.981,4657.602,4562.991,4467.0,4413.2,4388.7,112.771,107.795,9.952,True,True,True,-1264.3,3897.23385,-687.74715,-687.74715
187, 2015/05/21,4456.431,4529.421,4438.261,4397.0,4368.0,4376.55,97.797,106.551,-17.508,True,True,True,-1031.1,3787.96635,-668.46465,-668.46465
188, 2015/05/20,4434.981,4446.291,4432.281,4367.0,4326.3,4370.0,90.313,108.74,-36.853,True,True,True,-1048.28,3769.73385,-665.24715,-665.24715
189, 2015/05/19,4285.781,4417.551,4285.781,4352.6,4304.6,4362.35,87.911,113.346,-50.871,True,False,False,0.0,3642.91385,0.0,0.0
190, 2015/05/18,4277.901,4283.491,4260.511,4349.6,4292.7,4352.35,86.493,119.705,-66.425,True,False,False,0.0,3636.21585,0.0,0.0
191, 2015/05/15,4366.821,4308.691,4278.551,4359.4,4312.4,4352.5,97.074,128.008,-61.869,True,False,False,0.0,3711.79785,0.0,0.0
192, 2015/05/14,4372.821,4378.311,4329.041,4339.0,4325.7,4346.85,106.602,135.742,-58.281,True,False,False,0.0,3716.89785,0.0,0.0
193, 2015/05/13,4402.381,4375.761,4342.481,4285.6,4335.5,4332.1,110.123,143.027,-65.808,True,False,False,0.0,3742.02385,0.0,0.0
194, 2015/05/12,4342.371,4401.221,4317.98,4256.6,4345.6,4320.15,113.276,151.253,-75.955,True,False,False,0.0,3691.01535,0.0,0.0
195, 2015/05/11,4231.271,4333.581,4187.82,4235.8,4358.2,4306.15,113.06,160.748,-95.375,True,False,False,0.0,3596.58035,0.0,0.0
196, 2015/05/08,4152.98,4205.92,4099.041,4265.4,4364.2,4291.2,118.027,172.669,-109.284,True,False,False,0.0,3530.033,0.0,0.0
197, 2015/05/07,4197.9,4112.21,4108.01,4312.4,4385.1,4278.75,135.648,186.33,-101.363,True,False,False,0.0,3568.215,0.0,0.0
198, 2015/05/06,4311.641,4229.271,4187.371,4385.4,4413.7,4272.9,165.708,199.0,-66.585,True,True,True,-1210.881,3664.89485,-646.74615,-646.74615
199, 2015/05/05,4479.851,4298.71,4282.241,4434.6,4420.1,4259.5,189.746,207.323,-35.155,True,True,True,-1387.5,3807.87335,-671.97765,-671.97765
200, 2015/05/04,4441.34,4480.46,4387.43,4480.6,4412.0,4237.8,210.596,211.718,-2.243,False,True,False,0.0,3775.139,0.0,0.0
201, 2015/04/30,4483.01,4441.65,4441.05,4463.0,4392.6,4205.0,215.641,211.998,7.285,False,True,False,0.0,3810.5585,0.0,0.0
202, 2015/04/29,4446.12,4476.62,4398.64,4457.8,4368.0,4173.5,222.894,211.088,23.613,False,True,False,0.0,3779.202,0.0,0.0
203, 2015/04/28,4527.64,4476.21,4432.9,4442.0,4328.7,4137.05,225.349,208.136,34.427,False,True,False,0.0,3848.494,0.0,0.0
204, 2015/04/27,4441.93,4527.4,4441.93,4405.6,4294.7,4102.55,225.247,203.833,42.83,False,True,False,0.0,3775.6405,0.0,0.0
205, 2015/04/24,4355.949,4393.689,4318.119,4343.4,4254.1,4060.7,216.628,198.479,36.299,False,True,False,0.0,3702.55665,0.0,0.0
206, 2015/04/23,4414.479,4414.509,4358.839,4322.2,4218.2,4025.15,216.091,193.941,44.299,False,True,False,0.0,3752.30715,0.0,0.0
207, 2015/04/22,4304.599,4398.489,4297.949,4278.2,4172.4,3987.45,210.142,188.404,43.475,False,True,False,0.0,3658.90915,0.0,0.0
208, 2015/04/21,4212.189,4293.619,4188.569,4215.4,4132.1,3952.1,201.123,182.97,36.307,False,True,False,0.0,3580.36065,0.0,0.0
209, 2015/04/20,4301.349,4217.079,4190.679,4183.8,4098.9,3921.8,197.364,178.431,37.865,False,True,False,0.0,3656.14665,0.0,0.0
210, 2015/04/17,4254.719,4287.299,4238.909,4164.8,4063.6,3891.85,197.489,173.698,47.581,False,True,False,0.0,3616.51115,0.0,0.0
211, 2015/04/16,4055.919,4194.819,4031.24,4114.2,4017.4,3856.6,187.626,167.751,39.75,False,True,False,0.0,3447.53115,0.0,0.0
212, 2015/04/15,4135.649,4084.159,4069.01,4066.6,3979.0,3825.7,181.724,162.782,37.885,False,True,False,0.0,3515.30165,0.0,0.0
213, 2015/04/14,4125.779,4135.569,4091.259,4048.8,3945.4,3796.65,182.815,158.046,49.538,False,True,False,0.0,3506.91215,0.0,0.0
214, 2015/04/13,4072.719,4121.709,4057.29,4014.0,3910.4,3762.3,176.314,151.854,48.921,False,True,False,0.0,3461.81115,0.0,0.0
215, 2015/04/10,3947.49,4034.31,3929.32,3962.4,3867.3,3724.85,166.863,145.739,42.249,False,True,False,0.0,3355.3665,0.0,0.0
216, 2015/04/09,4006.13,3957.53,3900.03,3920.6,3832.1,3690.6,161.272,140.458,41.629,False,True,False,0.0,3405.2105,0.0,0.0
217, 2015/04/08,3976.53,3994.81,3903.65,3891.4,3802.5,3657.3,159.608,135.254,48.708,False,True,False,0.0,3380.0505,0.0,0.0
218, 2015/04/07,3899.42,3961.38,3891.73,3842.0,3772.1,3621.85,151.366,129.166,44.402,False,True,False,0.0,3314.507,0.0,0.0
219, 2015/04/03,3803.38,3863.93,3792.21,3806.8,3744.7,3588.9,142.049,123.615,36.868,False,True,False,0.0,3232.873,0.0,0.0
220, 2015/04/02,3827.689,3825.78,3775.889,3772.2,3720.1,3557.75,138.013,119.007,38.013,False,True,False,0.0,3253.53565,0.0,0.0
221, 2015/04/01,3748.34,3810.29,3742.21,3743.6,3695.8,3528.95,134.739,114.255,40.967,False,True,False,0.0,3186.089,0.0,0.0
222, 2015/03/31,3822.99,3747.9,3737.04,3713.6,3672.4,3502.35,130.176,109.134,42.084,False,True,False,0.0,3249.5415,0.0,0.0
223, 2015/03/30,3710.61,3786.57,3710.61,3702.2,3647.9,3478.1,128.812,103.874,49.876,False,True,False,0.0,3154.0185,0.0,0.0
224, 2015/03/27,3686.13,3691.1,3656.83,3682.6,3614.2,3455.6,121.26,97.639,47.24,False,True,False,0.0,3133.2105,0.0,0.0
225, 2015/03/26,3641.94,3682.1,3615.01,3668.0,3582.4,3436.6,119.577,91.734,55.685,False,True,False,0.0,3095.649,0.0,0.0
226, 2015/03/25,3680.95,3660.73,3634.56,3648.0,3549.1,3417.4,116.606,84.774,63.665,False,True,False,0.0,3128.8075,0.0,0.0
227, 2015/03/24,3692.57,3691.41,3600.7,3631.2,3512.1,3395.8,113.294,76.815,72.958,False,True,False,0.0,3138.6845,0.0,0.0
228, 2015/03/23,3640.1,3687.73,3635.48,3593.6,3471.6,3373.6,104.295,67.696,73.199,False,True,False,0.0,3094.085,0.0,0.0
229, 2015/03/20,3587.08,3617.32,3569.38,3545.8,3433.1,3350.3,91.667,58.546,66.243,False,True,False,0.0,3049.018,0.0,0.0
230, 2015/03/19,3576.02,3582.27,3546.84,3496.8,3395.4,3329.6,81.385,50.265,62.239,False,True,False,0.0,3039.617,0.0,0.0
231, 2015/03/18,3510.5,3577.3,3503.85,3450.2,3362.1,3309.15,70.646,42.486,56.32,False,True,False,0.0,2983.925,0.0,0.0
232, 2015/03/17,3469.6,3502.85,3459.69,3393.0,3332.3,3288.2,56.417,35.446,41.942,False,True,False,0.0,2949.16,0.0,0.0
233, 2015/03/16,3391.16,3449.3,3377.09,3349.6,3308.3,3270.15,45.015,30.203,29.625,False,True,False,0.0,2882.486,0.0,0.0
234, 2015/03/13,3359.49,3372.91,3352.15,3320.4,3297.0,3252.45,35.26,26.5,17.522,False,True,False,0.0,2855.5665,0.0,0.0
235, 2015/03/12,3314.81,3349.32,3300.49,3294.0,3290.8,3237.6,30.075,24.309,11.531,False,True,False,0.0,2817.5885,0.0,0.0
236, 2015/03/11,3289.59,3290.9,3278.47,3274.0,3285.7,3226.95,25.421,22.868,5.105,False,True,False,0.0,2796.1515,0.0,0.0
237, 2015/03/10,3289.08,3286.07,3277.09,3271.6,3279.5,3221.1,25.059,22.23,5.657,False,True,False,0.0,2795.718,0.0,0.0
238, 2015/03/09,3224.31,3302.41,3198.37,3267.0,3275.6,3217.05,24.724,21.523,6.402,False,True,False,0.0,2740.6635,0.0,0.0
239, 2015/03/06,3248.04,3241.19,3234.53,3273.6,3267.5,3208.35,22.273,20.722,3.101,False,True,False,0.0,2760.834,0.0,0.0
240, 2015/03/05,3264.08,3248.48,3221.67,3287.6,3263.8,3206.8,25.055,20.335,9.44,False,True,False,0.0,2774.468,0.0,0.0
241, 2015/03/04,3264.18,3279.53,3250.48,3297.4,3256.2,3207.45,27.498,19.155,16.686,False,True,False,0.0,2774.553,0.0,0.0
242, 2015/03/03,3317.69,3263.05,3260.43,3287.4,3244.1,3208.8,27.055,17.069,19.972,False,True,False,0.0,2820.0365,0.0,0.0
243, 2015/03/02,3332.72,3336.28,3298.67,3284.2,3232.0,3213.3,27.774,14.573,26.404,False,True,False,0.0,2832.812,0.0,0.0
244, 2015/02/27,3296.83,3310.3,3291.01,3261.4,3207.9,3215.65,20.833,11.272,19.121,False,True,False,0.0,2802.3055,0.0,0.0
245, 2015/02/26,3222.15,3298.36,3202.19,3240.0,3184.4,3217.7,14.314,8.882,10.864,True,True,True,795.52,2738.8275,-483.3225,795.52
246, 2015/02/25,3256.48,3228.84,3215.55,3215.0,3168.2,3219.95,7.002,7.524,-1.044,True,True,True,735.63,2768.008,-488.472,735.63
247, 2015/02/17,3230.88,3246.91,3230.77,3200.8,3162.7,3224.7,4.645,7.654,-6.019,True,True,True,726.47,2746.248,-484.632,726.47
248, 2015/02/16,3206.14,3222.36,3195.88,3179.8,3158.5,3221.0,-0.27,8.407,-17.354,True,False,False,0.0,2725.219,0.0,0.0
249, 2015/02/13,3186.81,3203.83,3182.79,3154.4,3149.2,3215.7,-4.041,10.576,-29.233,True,False,False,0.0,2708.7885,0.0,0.0
250, 2015/02/12,3157.96,3173.42,3134.24,3128.8,3149.8,3224.35,-6.907,14.23,-42.275,True,False,False,0.0,2684.266,0.0,0.0
251, 2015/02/11,3145.77,3157.7,3139.05,3121.4,3158.7,3232.5,-7.369,19.515,-53.768,True,False,False,0.0,2673.9045,0.0,0.0
252, 2015/02/10,3090.49,3141.59,3084.25,3124.6,3173.5,3235.75,-6.252,26.236,-64.975,True,False,False,0.0,2626.9165,0.0,0.0
253, 2015/02/09,3063.51,3095.12,3049.11,3137.2,3194.6,3240.4,-3.094,34.358,-74.903,True,False,False,0.0,2603.9835,0.0,0.0
254, 2015/02/06,3120.09,3075.91,3052.94,3144.0,3223.4,3247.1,5.713,43.72,-76.014,True,False,False,0.0,2652.0765,0.0,0.0
255, 2015/02/05,3251.209,3136.53,3135.82,3170.8,3251.0,3257.6,18.827,53.222,-68.79,True,False,False,0.0,2763.52765,0.0,0.0
256, 2015/02/04,3212.819,3174.129,3171.139,3196.0,3271.7,3265.45,29.12,61.821,-65.402,True,True,True,563.091,2730.89615,-481.92285,563.091
257, 2015/02/03,3156.089,3204.909,3129.729,3222.4,3286.7,3275.45,38.004,69.996,-63.983,True,True,True,530.831,2682.67565,-473.41335,530.831
258, 2015/02/02,3148.139,3128.299,3122.569,3252.0,3283.5,3282.8,45.658,77.994,-64.673,True,False,False,0.0,2675.91815,0.0,0.0
259, 2015/01/30,3273.749,3210.359,3210.309,3302.8,3282.2,3293.85,62.562,86.078,-47.032,True,False,False,0.0,2782.68665,0.0,0.0
260, 2015/01/29,3258.999,3262.299,3234.239,3331.2,3298.9,3295.1,74.873,91.957,-34.168,True,True,True,1018.221,2770.14915,-488.84985,1018.221
261, 2015/01/28,3325.719,3305.739,3294.649,3347.4,3306.3,3290.3,84.209,96.228,-24.038,True,True,True,727.311,2826.86115,-498.85785,727.311
262, 2015/01/27,3389.849,3352.959,3290.219,3351.0,3298.0,3283.4,90.477,99.233,-17.511,True,True,True,803.021,2881.37165,-508.47735,803.021
263, 2015/01/26,3347.259,3383.179,3321.309,3315.0,3286.2,3273.6,92.354,101.422,-18.135,True,True,True,1180.521,2845.17015,-502.08885,1180.521
264, 2015/01/23,3357.099,3351.759,3328.289,3261.6,3270.8,3258.1,90.329,103.689,-26.72,True,True,True,1333.051,2853.53415,-503.56485,1333.051
265, 2015/01/22,3327.319,3343.339,3293.979,3266.6,3264.2,3239.1,89.629,107.029,-34.798,True,False,False,0.0,2828.22115,0.0,0.0
266, 2015/01/21,3189.079,3323.609,3178.339,3265.2,3259.2,3223.6,88.29,111.378,-46.176,True,False,False,0.0,2710.71715,0.0,0.0
267, 2015/01/20,3114.559,3173.049,3100.479,3245.0,3264.2,3213.75,87.306,117.15,-59.689,True,False,False,0.0,2647.37515,0.0,0.0
268, 2015/01/19,3189.729,3116.349,3095.069,3257.4,3282.1,3210.55,100.109,124.612,-49.005,True,True,True,1778.171,2711.26965,-478.45935,1778.171
269, 2015/01/16,3343.599,3376.499,3340.489,3280.0,3305.5,3207.6,120.767,130.737,-19.94,True,True,True,1543.831,2842.05915,-501.53985,1543.831
270, 2015/01/15,3224.07,3336.449,3207.55,3261.8,3291.3,3191.8,118.89,133.23,-28.679,True,True,True,1838.92,2740.4595,-483.6105,1838.92
271, 2015/01/14,3242.34,3222.44,3193.979,3253.2,3274.3,3176.1,118.843,136.815,-35.943,True,True,True,1924.011,2755.989,-486.351,1924.011
272, 2015/01/13,3223.54,3235.3,3214.41,3283.4,3268.8,3162.6,128.663,141.307,-25.289,True,True,True,1898.051,2740.009,-483.531,1898.051
273, 2015/01/12,3258.209,3229.32,3191.58,3306.8,3261.0,3147.8,138.015,144.469,-12.906,False,True,False,0.0,2769.47765,0.0,0.0
274, 2015/01/09,3276.969,3285.409,3267.51,3331.0,3245.4,3132.6,148.554,146.082,4.945,False,True,False,0.0,2785.42365,0.0,0.0
275, 2015/01/08,3371.959,3293.459,3285.099,3320.8,3214.0,3115.3,154.133,145.464,17.339,False,True,False,0.0,2866.16515,0.0,0.0
276, 2015/01/07,3326.649,3373.949,3312.209,3295.4,3188.0,3093.5,158.193,143.296,29.793,False,True,False,0.0,2827.65165,0.0,0.0
277, 2015/01/06,3330.8,3351.449,3303.179,3254.2,3163.3,3075.8,152.878,139.572,26.612,False,True,False,0.0,2831.18,0.0,0.0
278, 2015/01/05,3258.63,3350.52,3253.88,3215.2,3139.0,3055.05,146.162,136.246,19.832,False,True,False,0.0,2769.8355,0.0,0.0
