,date,open,close,low,KDJ.K,KDJ.D,KDJ.J,kdjdown,earning,stoploss_point,stoploss,earning_with_stoploss
273, 2015/01/12,3531.509,3513.579,3461.319,63.301,75.726,38.449,True,-308.378,3001.78265,-529.72635,-529.72635
274, 2015/01/09,3547.569,3546.719,3536.399,75.977,81.939,64.052,True,-416.838,3015.43365,-532.13535,-532.13535
275, 2015/01/08,3650.069,3559.259,3552.099,84.125,84.92,82.534,False,0.0,3102.55865,0.0,0.0
276, 2015/01/07,3620.919,3643.789,3601.699,89.753,85.318,98.624,False,0.0,3077.78115,0.0,0.0
277, 2015/01/06,3608.429,3641.059,3587.229,88.616,83.1,99.647,False,0.0,3067.16465,0.0,0.0
278, 2015/01/05,3566.089,3641.539,3551.509,87.186,80.343,100.872,False,0.0,3031.17565,0.0,0.0
279, 2014/12/31,3462.389,3533.709,3452.5,83.64,76.921,97.079,False,0.0,2943.03065,0.0,0.0
280, 2014/12/30,3450.809,3457.549,3422.169,76.68,73.562,82.917,False,0.0,2933.18765,0.0,0.0
281, 2014/12/29,3502.179,3455.459,3405.839,74.956,72.002,80.865,False,0.0,2976.85215,0.0,0.0
282, 2014/12/26,3343.639,3445.839,3335.009,72.682,70.525,76.997,True,196.172,2842.09315,-501.54585,196.172
283, 2014/12/25,3254.479,3335.419,3226.319,60.78,69.447,43.447,True,224.302,2766.30715,-488.17185,224.302
284, 2014/12/24,3332.149,3230.389,3188.499,60.373,73.78,33.559,True,136.922,2832.32665,-499.82235,136.922
285, 2014/12/23,3358.799,3324.919,3316.909,76.599,80.484,68.829,False,0.0,2854.97915,0.0,0.0
286, 2014/12/22,3396.249,3394.479,3357.659,85.784,82.426,92.5,False,0.0,2886.81165,0.0,0.0
287, 2014/12/19,3345.629,3383.169,3280.919,86.324,80.747,97.479,False,0.0,2843.78465,0.0,0.0
288, 2014/12/18,3359.089,3345.929,3322.229,81.553,77.958,88.742,False,0.0,2855.22565,0.0,0.0
289, 2014/12/17,3325.819,3360.599,3275.739,79.449,76.161,86.026,True,512.381,2826.94615,-498.87285,512.381
290, 2014/12/16,3221.359,3303.399,3207.689,72.796,74.517,69.354,True,608.041,2738.15515,-483.20385,608.041
291, 2014/12/15,3176.829,3217.229,3143.299,69.271,75.378,57.057,True,689.551,2700.30465,-476.52435,689.551
292, 2014/12/12,3182.919,3193.229,3167.929,71.842,78.431,58.664,True,693.811,2705.48115,-477.43785,693.811
293, 2014/12/11,3185.159,3183.009,3158.439,74.437,81.725,59.861,True,680.802,2707.38515,-477.77385,680.802
294, 2014/12/10,3120.209,3221.549,3058.189,79.205,85.37,66.877,True,647.702,2652.17765,-468.03135,647.702
295, 2014/12/09,3233.099,3106.909,3074.519,81.649,88.452,68.045,False,0.0,2748.13415,0.0,0.0
296, 2014/12/08,3108.269,3252.879,3075.698,93.465,91.853,96.69,False,0.0,2642.02865,0.0,0.0
297, 2014/12/05,3143.969,3124.889,3011.939,91.748,91.046,93.151,False,0.0,2672.37365,0.0,0.0
298, 2014/12/04,2975.399,3104.349,2968.879,94.046,90.696,100.745,False,0.0,2529.08915,0.0,0.0
299, 2014/12/03,2936.119,2967.549,2912.249,91.122,89.021,95.325,False,0.0,2495.70115,0.0,0.0
300, 2014/12/02,2807.339,2923.939,2804.289,92.773,87.97,102.38,False,0.0,2386.23815,0.0,0.0
301, 2014/12/01,2825.609,2819.809,2808.649,91.599,85.568,103.66,False,0.0,2401.76765,0.0,0.0
302, 2014/11/28,2753.929,2808.819,2740.369,92.74,82.553,113.113,False,0.0,2340.83965,0.0,0.0
303, 2014/11/27,2737.029,2754.489,2718.699,89.235,77.46,112.786,False,0.0,2326.47465,0.0,0.0
304, 2014/11/26,2695.259,2723.019,2690.309,83.853,71.572,108.413,False,0.0,2290.97015,0.0,0.0
305, 2014/11/25,2650.079,2685.559,2643.839,75.864,65.432,96.727,False,0.0,2252.56715,0.0,0.0
306, 2014/11/24,2614.159,2649.259,2602.939,63.949,60.216,71.414,True,1107.792,2222.03515,-392.12385,1107.792
307, 2014/11/21,2537.539,2583.459,2530.029,52.278,58.35,40.136,True,1054.162,2156.90815,-380.63085,1054.162
308, 2014/11/20,2528.779,2537.099,2522.839,45.201,61.385,12.833,True,1037.632,2149.46215,-379.31685,1037.632
309, 2014/11/19,2538.229,2537.219,2531.319,56.537,69.477,30.657,True,1018.762,2157.49465,-380.73435,1018.762
310, 2014/11/18,2565.269,2541.419,2534.929,65.635,75.947,45.011,True,1194.162,2180.47865,-384.79035,1194.162
311, 2014/11/17,2613.509,2567.099,2565.939,76.166,81.103,66.291,True,1168.102,2221.48265,-392.02635,1168.102
312, 2014/11/14,2569.209,2581.089,2557.669,82.169,83.572,79.363,True,1184.682,2183.82765,-385.38135,1184.682
313, 2014/11/13,2597.389,2579.749,2567.459,83.865,84.274,83.047,False,0.0,2207.78065,0.0,0.0
314, 2014/11/12,2545.399,2594.319,2539.599,86.946,84.478,91.883,False,0.0,2163.58915,0.0,0.0
315, 2014/11/11,2578.439,2558.609,2532.569,83.382,83.244,83.657,False,0.0,2191.67315,0.0,0.0
316, 2014/11/10,2529.829,2565.729,2514.709,88.868,83.175,100.253,False,0.0,2150.35465,0.0,0.0
317, 2014/11/07,2508.759,2502.149,2489.419,83.301,80.329,89.246,False,0.0,2132.44515,0.0,0.0
318, 2014/11/06,2505.169,2506.069,2482.979,86.651,78.843,102.268,False,0.0,2129.39365,0.0,0.0
319, 2014/11/05,2516.869,2503.449,2499.229,85.546,74.938,106.762,False,0.0,2139.33865,0.0,0.0
320, 2014/11/04,2511.04,2513.169,2498.61,84.695,69.634,114.817,False,0.0,2134.384,0.0,0.0
321, 2014/11/03,2515.82,2512.55,2502.06,80.427,62.104,117.075,False,0.0,2138.447,0.0,0.0
322, 2014/10/31,2473.5,2508.32,2466.5,74.217,52.942,116.766,False,0.0,2102.475,0.0,0.0
323, 2014/10/30,2450.359,2468.929,2443.759,62.611,42.305,103.223,False,0.0,2082.80515,0.0,0.0
324, 2014/10/29,2423.809,2451.379,2415.699,46.334,32.152,74.699,True,1369.562,2060.23765,-363.57135,1369.562
325, 2014/10/28,2373.159,2416.649,2373.159,24.467,25.061,23.278,True,1332.812,2017.18515,-355.97385,1332.812
326, 2014/10/27,2377.539,2368.829,2361.679,13.529,25.358,-10.128,True,1251.002,2020.90815,-356.63085,1251.002
327, 2014/10/24,2397.849,2390.709,2385.729,17.28,31.272,-10.704,True,1067.642,2038.17165,-359.67735,1067.642
328, 2014/10/23,2415.439,2395.939,2392.529,23.287,38.268,-6.675,True,1060.522,2053.12315,-362.31585,1060.522
329, 2014/10/22,2434.889,2418.639,2417.559,32.988,45.758,7.448,True,1099.192,2069.65565,-365.23335,1099.192
330, 2014/10/21,2453.409,2433.389,2432.549,43.739,52.143,26.93,True,1079.902,2085.39765,-368.01135,1079.902
331, 2014/10/20,2448.449,2454.709,2441.899,50.816,56.345,39.758,True,1076.472,2081.18165,-367.26735,1076.472
332, 2014/10/17,2443.219,2441.729,2410.399,47.715,59.11,24.924,True,1149.662,2076.73615,-366.48285,1149.662
333, 2014/10/16,2448.969,2444.399,2441.819,51.414,64.808,24.626,True,1140.292,2081.62365,-367.34535,1140.292
334, 2014/10/15,2444.539,2463.869,2431.189,65.09,71.505,52.261,True,1126.702,2077.85815,-366.68085,1126.702
335, 2014/10/14,2451.089,2446.559,2436.339,65.561,74.712,47.261,True,1073.442,2083.42565,-367.66335,1073.442
336, 2014/10/13,2457.409,2454.949,2430.549,79.07,79.287,78.635,False,0.0,2088.79765,0.0,0.0
337, 2014/10/10,2472.099,2466.789,2457.679,85.014,79.395,96.251,False,0.0,2101.28415,0.0,0.0
338, 2014/10/09,2480.199,2481.959,2461.109,87.338,76.586,108.841,False,0.0,2108.16915,0.0,0.0
339, 2014/10/08,2460.869,2478.379,2445.269,83.704,71.21,108.692,False,0.0,2091.73865,0.0,0.0
340, 2014/09/30,2452.169,2450.989,2444.199,75.556,64.963,96.742,False,0.0,2084.34365,0.0,0.0
341, 2014/09/29,2443.909,2447.799,2435.609,69.929,59.667,90.453,False,0.0,2077.32265,0.0,0.0
342, 2014/09/26,2430.809,2437.199,2420.499,63.289,54.536,80.795,False,0.0,2066.18765,0.0,0.0
343, 2014/09/25,2453.419,2436.969,2429.589,59.313,50.159,77.622,False,0.0,2085.40615,0.0,0.0
344, 2014/09/24,2391.419,2441.859,2387.069,53.48,45.582,69.276,True,948.702,2032.70615,-358.71285,948.702
345, 2014/09/23,2379.519,2399.459,2379.519,31.737,41.633,11.945,True,916.962,2022.59115,-356.92785,916.962
346, 2014/09/22,2419.329,2378.919,2374.109,33.097,46.581,6.127,True,783.622,2056.42965,-362.89935,783.622
347, 2014/09/19,2409.309,2425.209,2402.309,46.892,53.324,34.029,True,769.542,2047.91265,-361.39635,769.542
348, 2014/09/18,2396.379,2408.659,2389.619,42.346,56.539,13.959,True,846.372,2036.92215,-359.45685,846.372
349, 2014/09/17,2395.359,2401.329,2379.089,45.572,63.636,9.443,True,836.593,2036.05515,-359.30385,836.593
350, 2014/09/16,2440.339,2388.759,2386.979,54.859,72.668,19.241,True,844.663,2074.28815,-366.05085,844.663
351, 2014/09/15,2432.999,2437.189,2418.959,81.094,81.573,80.137,False,0.0,2068.04915,0.0,0.0
352, 2014/09/12,2418.749,2438.359,2412.619,82.527,81.812,83.957,False,0.0,2055.93665,0.0,0.0
353, 2014/09/11,2430.679,2423.449,2417.269,83.19,81.455,86.66,False,0.0,2066.07715,0.0,0.0
354, 2014/09/10,2435.589,2432.429,2422.649,87.611,80.587,101.659,False,0.0,2070.25065,0.0,0.0
355, 2014/09/09,2452.229,2445.219,2437.079,89.148,77.075,113.293,False,0.0,2084.39465,0.0,0.0
356, 2014/09/05,2433.169,2449.259,2427.989,87.051,71.039,119.074,False,0.0,2068.19365,0.0,0.0
357, 2014/09/04,2411.929,2426.219,2404.079,81.062,63.033,117.119,False,0.0,2050.13965,0.0,0.0
358, 2014/09/03,2389.689,2408.839,2389.679,72.051,54.019,108.117,False,0.0,2031.23565,0.0,0.0
359, 2014/09/02,2359.859,2386.459,2349.949,60.668,45.002,91.998,False,0.0,2005.88015,0.0,0.0
360, 2014/09/01,2340.929,2355.319,2338.529,41.77,37.17,50.972,True,1016.632,1989.78965,-351.13935,1016.632
361, 2014/08/29,2317.299,2338.289,2313.259,27.965,34.869,14.157,True,1082.012,1969.70415,-347.59485,1082.012
362, 2014/08/28,2328.059,2311.279,2309.639,21.434,38.321,-12.342,True,1005.962,1978.85015,-349.20885,1005.962
363, 2014/08/27,2323.789,2327.599,2322.889,30.981,46.765,-0.586,True,926.702,1975.22065,-348.56835,926.702
364, 2014/08/26,2339.599,2324.089,2317.179,38.152,54.657,5.142,True,1026.232,1988.65915,-350.93985,1026.232
365, 2014/08/25,2367.019,2342.859,2338.459,51.711,62.91,29.313,True,995.062,2011.96615,-355.05285,995.062
366, 2014/08/22,2352.319,2365.359,2350.989,67.133,68.509,64.381,True,1014.222,1999.47115,-352.84785,1014.222
367, 2014/08/21,2365.729,2354.239,2333.299,66.167,69.197,60.106,False,0.0,2010.86965,0.0,0.0
368, 2014/08/20,2371.649,2366.139,2360.839,76.628,70.712,88.46,False,0.0,2015.90165,0.0,0.0
369, 2014/08/19,2378.889,2374.769,2358.969,76.23,67.754,93.18,False,0.0,2022.05565,0.0,0.0
370, 2014/08/18,2366.269,2374.559,2361.199,68.501,63.516,78.469,True,676.662,2011.32865,-354.94035,676.662
371, 2014/08/15,2337.989,2360.639,2333.119,57.081,61.024,49.194,True,937.542,1987.29065,-350.69835,937.542
372, 2014/08/14,2357.199,2335.949,2334.079,51.992,62.996,29.986,True,1232.342,2003.61915,-353.57985,1232.342
373, 2014/08/13,2358.459,2358.899,2335.689,64.44,68.498,56.324,True,1402.992,2004.69015,-353.76885,1402.992
374, 2014/08/12,2361.169,2357.049,2344.719,64.446,70.527,52.284,True,1524.972,2006.99365,-354.17535,1524.972
375, 2014/08/11,2338.009,2365.349,2337.009,65.145,73.567,48.302,True,1487.402,1987.30765,-350.70135,1487.402
376, 2014/08/08,2329.179,2331.129,2319.29,59.632,77.778,23.341,True,1748.692,1979.80215,-349.37685,1748.692
377, 2014/08/07,2363.609,2327.459,2326.269,77.804,86.851,59.712,True,1709.932,2009.06765,-354.54135,1709.932
378, 2014/08/06,2358.209,2363.219,2334.33,91.298,91.374,91.148,False,0.0,2004.47765,0.0,0.0
379, 2014/08/05,2376.799,2369.349,2353.789,93.14,91.411,96.598,False,0.0,2020.27915,0.0,0.0
380, 2014/08/04,2336.629,2375.619,2332.139,92.866,90.547,97.504,True,1730.042,1986.13465,-350.49435,1730.042
381, 2014/08/01,2341.229,2329.399,2328.969,89.299,89.387,89.123,False,0.0,1990.04465,0.0,0.0
382, 2014/07/31,2321.969,2350.25,2316.58,94.008,89.432,103.161,False,0.0,1973.67365,0.0,0.0
383, 2014/07/30,2324.689,2322.01,2316.06,91.09,87.143,98.985,False,0.0,1975.98565,0.0,0.0
384, 2014/07/29,2326.039,2331.369,2316.219,91.896,85.17,105.349,False,0.0,1977.13315,0.0,0.0
385, 2014/07/28,2272.379,2323.899,2272.379,90.733,81.806,108.586,False,0.0,1931.52215,0.0,0.0
386, 2014/07/25,2243.07,2260.449,2239.07,88.134,77.343,109.715,False,0.0,1906.6095,0.0,0.0
387, 2014/07/24,2199.83,2237.01,2199.83,82.391,71.948,103.279,False,0.0,1869.8555,0.0,0.0
388, 2014/07/23,2191.39,2197.83,2190.55,75.068,66.726,91.753,False,0.0,1862.6815,0.0,0.0
389, 2014/07/22,2162.44,2192.7,2162.24,70.848,62.555,87.435,False,0.0,1838.074,0.0,0.0
390, 2014/07/21,2164.22,2166.29,2158.96,60.166,58.408,63.682,False,0.0,1839.587,0.0,0.0
391, 2014/07/18,2147.66,2164.14,2145.45,57.748,57.529,58.186,True,1671.071,1825.511,-322.149,1671.071
392, 2014/07/17,2166.83,2157.07,2147.08,56.34,57.42,54.179,False,0.0,1841.8055,0.0,0.0
393, 2014/07/16,2172.82,2170.87,2166.77,62.84,57.96,72.601,False,0.0,1846.897,0.0,0.0
394, 2014/07/15,2170.09,2174.979,2165.21,59.17,55.52,66.47,True,1987.071,1844.5765,-325.5135,1987.071
395, 2014/07/14,2149.54,2171.76,2145.28,49.667,53.695,41.612,True,2016.471,1827.109,-322.431,2016.471
396, 2014/07/11,2136.32,2148.01,2134.79,38.545,55.709,4.217,True,2024.291,1815.872,-320.448,2024.291
397, 2014/07/10,2146.6,2142.85,2139.52,44.96,64.291,6.299,True,2004.901,1824.61,-321.99,2004.901
398, 2014/07/09,2178.14,2148.71,2148.26,63.874,73.956,43.708,False,0.0,1851.419,0.0,0.0
399, 2014/07/08,2174.83,2180.47,2163.36,85.465,78.998,98.401,False,0.0,1848.6055,0.0,0.0
400, 2014/07/07,2178.55,2176.29,2171.08,83.782,75.764,99.818,False,0.0,1851.7675,0.0,0.0
401, 2014/07/04,2180.45,2178.7,2174.07,83.908,71.755,108.214,False,0.0,1853.3825,0.0,0.0
402, 2014/07/03,2169.0,2180.19,2164.84,81.173,65.678,112.163,False,0.0,1843.65,0.0,0.0
403, 2014/07/02,2164.0,2170.87,2155.61,75.807,57.931,111.559,False,0.0,1839.4,0.0,0.0
404, 2014/07/01,2169.2,2164.56,2157.13,64.341,48.992,95.039,False,0.0,1843.82,0.0,0.0
405, 2014/06/30,2152.31,2165.12,2152.31,52.891,41.318,76.037,False,0.0,1829.4635,0.0,0.0
406, 2014/06/27,2146.37,2150.26,2138.93,36.34,35.532,37.955,True,1852.172,1824.4145,-321.9555,1852.172
407, 2014/06/26,2135.16,2149.08,2134.89,31.27,35.128,23.554,True,1750.762,1814.886,-320.274,1750.762
408, 2014/06/25,2141.73,2133.37,2126.03,27.657,37.057,8.856,True,1966.272,1820.4705,-321.2595,1966.272
409, 2014/06/24,2131.69,2144.82,2130.29,32.46,41.757,13.865,True,2121.332,1811.9365,-319.7535,2121.332
410, 2014/06/23,2137.93,2134.11,2132.45,32.213,46.405,3.83,True,2335.072,1817.2405,-320.6895,2335.072
411, 2014/06/20,2124.96,2136.73,2120.81,38.813,53.501,9.438,True,2066.592,1806.216,-318.744,2066.592
412, 2014/06/19,2161.43,2126.91,2119.5,47.008,60.845,19.335,True,2174.762,1837.2155,-324.2145,2174.762
413, 2014/06/18,2169.25,2160.24,2158.5,65.691,67.763,61.547,False,0.0,1843.8625,0.0,0.0
414, 2014/06/17,2185.68,2169.67,2168.45,73.481,68.799,82.845,False,0.0,1857.828,0.0,0.0
415, 2014/06/16,2176.44,2191.86,2174.28,78.534,66.458,102.686,False,0.0,1849.974,0.0,0.0
416, 2014/06/13,2150.99,2176.24,2150.57,70.636,60.42,91.067,False,0.0,1828.3415,0.0,0.0
417, 2014/06/12,2156.76,2153.41,2148.41,61.538,55.312,73.99,False,0.0,1833.246,0.0,0.0
418, 2014/06/11,2156.15,2160.77,2152.08,57.388,52.2,67.764,False,0.0,1832.7275,0.0,0.0
419, 2014/06/10,2138.67,2161.27,2132.45,50.33,49.605,51.779,True,2926.152,1817.8695,-320.8005,2926.152
420, 2014/06/09,2128.232,2134.282,2126.672,39.332,49.243,19.508,True,3092.94,1808.9972,-319.2348,3092.94
421, 2014/06/06,2149.212,2134.722,2123.982,45.037,54.199,26.714,True,3185.91,1826.8302,-322.3818,3185.91
422, 2014/06/05,2126.612,2150.602,2123.522,53.234,58.78,42.142,True,3179.98,1807.6202,-318.9918,3179.98
423, 2014/06/04,2149.412,2128.272,2117.312,52.465,61.553,34.289,False,0.0,1827.0002,0.0,0.0
424, 2014/06/03,2157.642,2149.922,2149.292,69.681,66.097,76.851,False,0.0,1833.9957,0.0,0.0
425, 2014/05/30,2156.382,2156.462,2146.222,71.787,64.304,86.753,False,0.0,1832.9247,0.0,0.0
426, 2014/05/29,2171.262,2155.162,2154.932,70.938,60.563,91.689,False,0.0,1845.5727,0.0,0.0
427, 2014/05/28,2147.472,2169.352,2142.012,70.461,55.375,100.632,False,0.0,1825.3512,0.0,0.0
428, 2014/05/27,2154.402,2147.282,2145.752,56.91,47.832,75.065,False,0.0,1831.2417,0.0,0.0
429, 2014/05/26,2161.892,2155.982,2147.452,51.491,43.294,67.887,False,0.0,1837.6082,0.0,0.0
430, 2014/05/23,2130.772,2148.412,2128.662,43.335,39.195,51.617,True,2945.41,1811.1562,-319.6158,2945.41
431, 2014/05/22,2134.093,2130.873,2128.863,35.694,37.124,32.834,True,2706.739,1813.97905,-320.11395,2706.739
432, 2014/05/21,2106.763,2135.913,2096.513,34.138,37.839,26.735,True,2727.249,1790.74855,-316.01445,2727.249
433, 2014/05/20,2124.713,2115.773,2110.723,28.957,39.69,7.491,True,3056.719,1806.00605,-318.70695,3056.719
434, 2014/05/19,2139.363,2115.143,2105.713,37.096,45.057,21.174,False,0.0,1818.45855,0.0,0.0
435, 2014/05/16,2143.933,2145.953,2132.193,49.701,49.037,51.029,False,0.0,1822.34305,0.0,0.0
436, 2014/05/15,2169.282,2144.083,2142.343,54.885,48.705,67.246,False,0.0,1843.8897,0.0,0.0
437, 2014/05/14,2175.093,2172.373,2169.002,64.112,45.615,101.107,False,0.0,1848.82905,0.0,0.0
438, 2014/05/13,2180.063,2174.853,2167.772,56.005,36.366,95.283,False,0.0,1853.05355,0.0,0.0
439, 2014/05/12,2150.313,2180.052,2139.482,41.921,26.547,72.669,True,2580.909,1827.76605,-322.54695,2580.909
440, 2014/05/09,2138.843,2133.913,2120.603,16.239,18.86,10.999,True,2436.299,1818.01655,-320.82645,2436.299
441, 2014/05/08,2132.042,2135.502,2128.323,16.154,20.17,8.123,True,2485.43,1812.2357,-319.8063,2485.43
442, 2014/05/07,2151.472,2137.323,2136.992,19.807,22.178,15.064,False,0.0,1828.7512,0.0,0.0
443, 2014/05/06,2151.393,2157.333,2150.113,25.817,23.364,30.723,True,2567.048,1828.68405,-322.70895,2567.048
444, 2014/05/05,2152.593,2156.473,2131.233,22.042,22.137,21.851,True,2594.828,1829.70405,-322.88895,2594.828
445, 2014/04/30,2158.763,2158.663,2153.123,20.503,22.185,17.138,True,2531.769,1834.94855,-323.81445,2531.769
446, 2014/04/29,2134.413,2158.473,2131.783,17.305,23.026,5.862,True,2423.989,1814.25105,-320.16195,2423.989
447, 2014/04/28,2165.773,2134.973,2132.703,13.807,25.886,-10.35,True,2304.319,1840.90705,-324.86595,2304.319
448, 2014/04/25,2195.813,2167.833,2167.643,19.703,31.926,-4.742,True,2357.519,1866.44105,-329.37195,2357.519
449, 2014/04/24,2192.773,2190.473,2186.763,28.123,38.037,8.296,True,2404.068,1863.85705,-328.91595,2404.068
450, 2014/04/23,2191.233,2194.673,2187.393,30.719,42.994,6.169,True,2596.508,1862.54805,-328.68495,2596.508
451, 2014/04/22,2184.023,2196.793,2165.073,33.324,49.131,1.71,True,2565.868,1856.41955,-327.60345,2565.868
452, 2014/04/21,2209.943,2187.253,2186.753,37.366,57.035,-1.971,True,2564.388,1878.45155,-331.49145,2564.388
453, 2014/04/18,2215.883,2224.483,2203.053,55.809,66.869,33.688,True,2525.978,1883.50055,-332.38245,2525.978
454, 2014/04/17,2238.783,2224.803,2221.953,63.339,72.4,45.217,True,2568.808,1902.96555,-335.81745,2568.808
455, 2014/04/16,2223.473,2232.533,2221.153,69.347,76.93,54.181,True,2479.168,1889.95205,-333.52095,2479.168
456, 2014/04/15,2261.413,2229.463,2225.693,75.507,80.722,65.077,False,0.0,1922.20105,0.0,0.0
457, 2014/04/14,2267.943,2268.613,2255.463,85.879,83.329,90.98,False,0.0,1927.75155,0.0,0.0
458, 2014/04/11,2269.563,2270.673,2261.133,86.216,82.054,94.54,False,0.0,1929.12855,0.0,0.0
459, 2014/04/10,2241.452,2273.762,2229.512,85.743,79.973,97.285,False,0.0,1905.2342,0.0,0.0
460, 2014/04/09,2239.792,2238.622,2228.992,84.046,77.087,97.964,False,0.0,1903.8232,0.0,0.0
461, 2014/04/08,2179.922,2237.322,2178.912,79.705,73.608,91.898,False,0.0,1852.9337,0.0,0.0
462, 2014/04/04,2157.982,2185.472,2155.282,72.592,70.559,76.657,True,2222.528,1834.2847,-323.6973,2222.528
463, 2014/04/03,2188.642,2165.012,2160.752,67.532,69.543,63.509,False,0.0,1860.3457,0.0,0.0
464, 2014/04/02,2166.073,2180.732,2164.012,76.516,70.549,88.452,False,0.0,1841.16205,0.0,0.0
465, 2014/04/01,2143.723,2163.123,2141.153,69.505,67.565,73.386,False,0.0,1822.16455,0.0,0.0
466, 2014/03/31,2156.053,2146.303,2134.423,66.73,66.594,67.001,False,0.0,1832.64505,0.0,0.0
467, 2014/03/28,2154.513,2151.973,2144.583,69.962,66.527,76.833,False,0.0,1831.33605,0.0,0.0
468, 2014/03/27,2168.343,2155.713,2146.923,72.318,64.809,87.336,False,0.0,1843.09155,0.0,0.0
469, 2014/03/26,2181.232,2171.052,2165.222,74.207,61.054,100.512,False,0.0,1854.0472,0.0,0.0
470, 2014/03/25,2170.782,2174.442,2164.672,70.297,54.478,101.934,False,0.0,1845.1647,0.0,0.0
471, 2014/03/24,2161.903,2176.552,2150.873,62.941,46.569,95.686,False,0.0,1837.61755,0.0,0.0
472, 2014/03/21,2079.873,2158.802,2077.762,49.082,38.382,70.482,True,1971.326,1767.89205,-311.98095,1971.326
473, 2014/03/20,2116.193,2086.973,2086.503,26.215,33.032,12.58,False,0.0,1798.76405,0.0,0.0
474, 2014/03/19,2131.282,2120.873,2101.282,38.966,36.441,44.016,False,0.0,1811.5897,0.0,0.0
475, 2014/03/18,2146.123,2138.133,2134.923,42.485,35.179,57.097,False,0.0,1824.20455,0.0,0.0
476, 2014/03/17,2132.792,2143.042,2118.952,39.189,31.526,54.515,False,0.0,1812.8732,0.0,0.0
477, 2014/03/14,2129.873,2122.843,2109.573,31.806,27.694,40.031,False,0.0,1810.39205,0.0,0.0
478, 2014/03/13,2119.552,2140.333,2115.992,30.766,25.638,41.022,True,1852.507,1801.6192,-317.9328,1852.507
479, 2014/03/12,2102.802,2114.133,2090.762,21.692,23.074,18.928,True,1789.767,1787.3817,-315.4203,1789.767
480, 2014/03/11,2092.613,2108.663,2088.733,20.498,23.765,13.966,True,1747.126,1778.72105,-313.89195,1747.126
481, 2014/03/10,2149.682,2097.792,2095.072,21.301,25.398,13.109,False,0.0,1827.2297,0.0,0.0
482, 2014/03/07,2170.042,2168.362,2161.442,30.58,27.446,36.849,False,0.0,1844.5357,0.0,0.0
483, 2014/03/06,2159.402,2173.632,2136.452,26.882,25.879,28.888,True,1546.267,1835.4917,-323.9103,1546.267
484, 2014/03/05,2187.353,2163.982,2159.603,22.615,25.377,17.091,True,1430.306,1859.25005,-328.10295,1430.306
485, 2014/03/04,2183.863,2184.272,2161.593,24.063,26.758,18.673,True,1408.976,1856.28355,-327.57945,1408.976
