,date,open,close,high,low,ma5,ma10,ma20,rolling_low,stop_loss,earnings,ma5_up_10,ma_cross_earnings
47, 2015/12/15,2718.249,2745.699,2764.789,2718.249,2697.925,2693.3,2722.994,,2582.33655,-135.91245,,
48, 2015/12/14,2642.819,2709.259,2709.259,2622.469,2687.125,2684.262,2721.569,,2510.67805,-132.14095,,
49, 2015/12/11,2686.299,2671.289,2701.689,2666.889,2692.9,2680.6,2725.962,,2551.98405,-134.31495,,
50, 2015/12/10,2665.269,2695.509,2729.239,2663.369,2697.075,2678.425,2727.9,,2532.00555,-133.26345,True,-133.26344999999992
51, 2015/12/09,2677.589,2667.909,2699.639,2650.449,2699.6,2692.188,2732.294,,2543.70955,-133.87945,,
52, 2015/12/08,2723.619,2691.659,2731.719,2678.659,2688.675,2715.163,2739.131,,2587.43805,-136.18095,,
53, 2015/12/07,2699.339,2738.149,2751.239,2687.019,2681.4,2727.6,2741.881,,2564.37205,-134.96695,,
54, 2015/12/04,2702.559,2692.159,2749.179,2679.349,2668.3,2730.85,2741.206,,2567.43105,-135.12795,,
55, 2015/12/03,2622.489,2708.119,2710.809,2622.489,2659.775,2741.637,2739.663,,2491.36455,-131.12445,,
56, 2015/12/02,2653.239,2613.259,2660.119,2525.339,2684.775,2747.9,2732.494,,2520.57705,-132.66195,,
57, 2015/12/01,2669.299,2655.349,2700.349,2621.169,2741.65,2752.688,2731.05,,2535.83405,-133.46495,,
58, 2015/11/30,2658.969,2672.579,2687.049,2507.379,2773.8,2758.875,2719.75,,2526.02055,-132.94845,,
59, 2015/11/27,2819.359,2649.549,2844.049,2629.129,2793.4,2771.325,2707.719,,2678.39105,-140.96795,,
60, 2015/11/26,2911.849,2833.199,2915.949,2831.379,2823.5,2777.375,2699.15,,2766.25655,-145.59245,,
61, 2015/11/25,2813.509,2897.569,2906.799,2806.819,2811.025,2772.4,2681.756,,2672.83355,-140.67545,True,-140.67545000000018
62, 2015/11/24,2767.719,2816.049,2816.049,2739.519,2763.725,2763.1,2661.137,,2629.33305,-138.38595,,
63, 2015/11/23,2797.119,2770.579,2839.839,2759.309,2743.95,2756.163,2648.538,,2657.26305,-139.85595,,
64, 2015/11/20,2783.039,2800.149,2817.959,2757.839,2749.25,2751.563,2636.381,,2643.88705,-139.15195,,
65, 2015/11/19,2678.359,2770.749,2770.749,2676.749,2731.25,2737.688,2623.294,,2544.44105,-133.91795,,
66, 2015/11/18,2727.609,2661.169,2741.329,2655.059,2733.775,2717.087,2607.663,,2591.22855,-136.38045,,
67, 2015/11/17,2834.979,2717.049,2847.899,2711.579,2762.475,2709.413,2591.844,,2693.23005,-141.74895,,
68, 2015/11/16,2656.569,2797.159,2797.159,2654.639,2768.375,2680.625,2581.544,,2523.74055,-132.82845,,
69, 2015/11/13,2751.389,2710.159,2772.809,2681.609,2753.875,2644.113,2563.369,,2613.81955,-137.56945,,
70, 2015/11/12,2818.569,2783.299,2827.708,2743.259,2744.125,2620.925,2550.313,,2677.64055,-140.92845,,
71, 2015/11/11,2738.579,2804.679,2806.539,2730.519,2700.4,2591.113,2531.375,,2601.65005,-136.92895,,
72, 2015/11/10,2710.899,2746.609,2783.119,2700.289,2656.35,2559.175,2506.394,,2575.35405,-135.54495,,
73, 2015/11/09,2653.309,2724.619,2747.789,2612.259,2592.875,2540.913,2486.163,,2520.64355,-132.66545,True,-132.66544999999996
74, 2015/11/06,2571.659,2661.409,2666.399,2571.659,2534.35,2521.2,2465.769,,2443.07605,-128.58295,,
75, 2015/11/05,2587.819,2564.719,2630.829,2542.849,2497.725,2508.9,2443.531,,2458.42805,-129.39095,,
76, 2015/11/04,2451.229,2584.319,2584.319,2451.229,2481.825,2498.238,2424.813,,2328.66755,-122.56145,,
77, 2015/11/03,2444.049,2429.269,2461.329,2407.549,2462.0,2474.275,2399.725,,2321.84655,-122.20245,,
78, 2015/11/02,2416.099,2432.039,2513.319,2408.779,2488.95,2482.462,2383.194,,2295.29405,-120.80495,,
79, 2015/10/30,2475.229,2478.279,2534.469,2439.159,2508.05,2482.625,2367.706,,2351.46755,-123.76145,,
80, 2015/10/29,2504.849,2485.279,2528.699,2436.779,2520.075,2479.7,2344.844,,2379.60655,-125.24245,,
81, 2015/10/28,2551.699,2485.239,2583.819,2473.469,2514.65,2471.637,2325.906,,2424.11405,-127.58495,,
82, 2015/10/27,2497.159,2563.959,2586.949,2423.599,2486.55,2453.613,2305.544,,2372.30105,-124.85795,,
83, 2015/10/26,2570.129,2527.479,2570.129,2481.589,2475.975,2431.413,2281.281,,2441.62255,-128.50645,,
84, 2015/10/23,2488.309,2538.379,2549.759,2461.489,2457.2,2410.337,2258.863,,2363.89355,-124.41545,,
85, 2015/10/22,2355.159,2458.139,2465.099,2355.159,2439.325,2378.163,2231.106,,2237.40105,-117.75795,,
86, 2015/10/21,2504.779,2344.739,2527.769,2335.659,2428.625,2351.387,2204.863,,2379.54005,-125.23895,,
87, 2015/10/20,2430.179,2511.159,2520.079,2427.779,2420.675,2325.175,2183.938,,2308.67005,-121.50895,,
88, 2015/10/19,2465.109,2433.599,2466.479,2398.339,2386.85,2283.925,2148.262,,2341.85355,-123.25545,,
89, 2015/10/16,2424.619,2449.029,2452.939,2401.089,2363.475,2252.788,2121.887,,2303.38805,-121.23095,,
90, 2015/10/15,2300.619,2404.529,2406.209,2296.789,2317.0,2209.988,2102.462,,2185.58805,-115.03095,,
91, 2015/10/14,2330.079,2304.999,2350.589,2295.599,2274.15,2180.175,2084.188,,2213.57505,-116.50395,,
92, 2015/10/13,2297.928,2342.039,2351.519,2290.638,2229.675,2157.475,2072.525,,2183.0316,-114.8964,,
93, 2015/10/12,2233.609,2316.779,2344.209,2232.269,2181.0,2131.15,2055.481,,2121.92855,-111.68045,,
94, 2015/10/09,2190.839,2216.659,2230.029,2184.549,2142.1,2107.387,2034.325,,2081.29705,-109.54195,,
95, 2015/10/08,2153.119,2190.309,2210.039,2138.539,2102.975,2084.05,2016.244,,2045.46305,-107.65595,,
96, 2015/09/30,2111.989,2082.669,2124.289,2049.429,2086.2,2058.337,2001.2,,2006.38955,-105.59945,,
97, 2015/09/29,2089.539,2098.569,2135.509,2075.969,2085.275,2042.7,1996.912,,1985.06205,-104.47695,,
98, 2015/09/28,2024.889,2122.259,2124.059,2007.919,2081.3,2012.6,1996.088,,1923.64455,-101.24445,,
99, 2015/09/25,2091.859,2020.969,2106.949,2002.449,2072.675,1990.988,1987.95,,1987.26605,-104.59295,,
100, 2015/09/24,2090.559,2106.589,2130.469,2084.309,2065.125,1994.938,1981.4,,1986.03105,-104.52795,,
101, 2015/09/23,2039.489,2077.989,2103.219,2036.058,2030.475,1988.2,1975.613,,1937.51455,-101.97445,True,-101.97445000000016
102, 2015/09/22,2082.339,2078.719,2108.559,2042.129,2000.125,1987.575,1979.344,,1978.22205,-104.11695,,
103, 2015/09/21,1950.329,2079.059,2080.219,1945.349,1943.9,1979.813,1992.5,,1852.81255,-97.51645,,
104, 2015/09/18,1948.119,1983.299,1995.499,1922.139,1909.3,1961.262,2013.988,,1850.71305,-97.40595,,
105, 2015/09/17,1943.289,1933.299,2020.549,1922.799,1924.75,1948.438,2043.356,,1846.12455,-97.16445,,
106, 2015/09/16,1813.729,1926.249,1928.779,1808.749,1945.925,1944.063,2071.906,,1723.04255,-90.68645,,
107, 2015/09/15,1843.229,1797.558,1892.808,1794.289,1975.025,1951.125,2108.906,,1751.06755,-92.16145,,
108, 2015/09/14,2068.198,1906.208,2075.668,1905.198,2015.725,1979.575,2152.725,,1964.7881,-103.4099,,
109, 2015/09/11,2039.009,2060.499,2084.049,2029.809,2013.225,1984.912,2191.631,,1937.05855,-101.95045,True,-101.95045000000005
110, 2015/09/10,2030.029,2039.119,2078.418,2024.889,1972.125,1967.863,2219.719,,1928.52755,-101.50145,,
111, 2015/09/09,2023.308,2071.719,2102.229,2017.099,1942.2,1963.025,2252.706,,1922.1426,-101.1654,,
112, 2015/09/08,1875.668,2001.158,2004.808,1859.208,1927.225,1971.113,2284.456,,1781.8846,-93.7834,,
113, 2015/09/07,1882.858,1893.518,1953.398,1878.258,1943.425,2005.188,2313.25,,1788.7151,-94.1429,,
114, 2015/09/02,1787.708,1855.028,1953.908,1779.178,1956.6,2066.712,2342.613,,1698.3226,-89.3854,,
115, 2015/09/01,1959.458,1889.489,1959.458,1877.359,1963.6,2138.275,2374.962,,1861.4851,-97.9729,,
116, 2015/08/31,2056.289,1996.869,2058.849,1987.579,1983.85,2199.75,2407.8,,1953.47455,-102.81445,,
117, 2015/08/28,1990.349,2082.119,2086.869,1960.389,2015.0,2266.688,2427.919,,1890.83155,-99.51745,,
118, 2015/08/27,1924.779,1959.489,1959.979,1843.189,2066.95,2325.875,2450.806,,1828.54005,-96.23895,,
119, 2015/08/26,1975.919,1890.039,2044.659,1875.029,2176.825,2398.35,2480.887,,1877.12305,-98.79595,,
120, 2015/08/25,1996.039,1990.709,2048.029,1987.119,2312.95,2471.575,2521.081,,1896.23705,-99.80195,,
121, 2015/08/24,2222.539,2152.609,2246.549,2152.609,2415.65,2542.387,2550.644,,2111.41205,-111.12695,,
122, 2015/08/21,2452.618,2341.948,2480.678,2340.918,2518.375,2597.8,2577.181,,2329.9871,-122.6309,,
123, 2015/08/20,2556.768,2508.818,2610.898,2508.348,2584.8,2621.313,2604.981,,2428.9296,-127.8384,,
124, 2015/08/19,2427.938,2570.688,2584.358,2359.168,2619.875,2618.512,2627.931,,2306.5411,-121.3969,,
125, 2015/08/18,2674.418,2504.168,2720.578,2488.608,2630.2,2611.65,2644.269,,2540.6971,-133.7209,,
126, 2015/08/17,2665.368,2666.288,2676.719,2613.778,2669.125,2615.85,2663.206,,2532.0996,-133.2684,,
127, 2015/08/14,2713.778,2674.018,2725.468,2664.418,2677.225,2589.15,2672.306,,2578.0891,-135.6889,,
128, 2015/08/13,2608.738,2684.258,2684.258,2578.908,2657.825,2575.738,2677.775,,2478.3011,-130.4369,,
129, 2015/08/12,2658.838,2622.188,2700.398,2622.188,2617.15,2563.425,2674.913,,2525.8961,-132.9419,,
130, 2015/08/11,2705.038,2698.908,2747.828,2675.148,2593.1,2570.587,2673.3,,2569.7861,-135.2519,True,-135.2519000000002
131, 2015/08/10,2606.738,2706.718,2726.898,2593.408,2562.575,2558.9,2674.663,,2476.4011,-130.3369,,
132, 2015/08/07,2509.958,2576.988,2586.528,2505.268,2501.075,2556.563,2673.475,,2384.4601,-125.4979,,
133, 2015/08/06,2441.958,2480.928,2517.988,2430.528,2493.65,2588.65,2671.425,,2319.8601,-122.0979,,
134, 2015/08/05,2542.268,2502.038,2584.188,2480.448,2509.7,2637.35,2669.169,,2415.1546,-127.1134,,
135, 2015/08/04,2396.408,2546.158,2546.158,2380.278,2548.075,2676.887,2662.269,,2276.5876,-119.8204,,
136, 2015/08/03,2475.328,2399.268,2494.798,2371.478,2555.225,2710.563,2652.556,,2351.5616,-123.7664,,
137, 2015/07/31,2507.258,2539.838,2605.338,2499.248,2612.05,2755.462,2657.288,,2381.8951,-125.3629,,
138, 2015/07/30,2671.458,2561.188,2707.758,2556.088,2683.65,2779.813,2660.556,,2537.8851,-133.5729,,
139, 2015/07/29,2617.938,2693.868,2693.988,2483.918,2765.0,2786.4,2664.969,,2487.0411,-130.8969,,
140, 2015/07/28,2546.408,2581.958,2705.178,2492.188,2805.7,2776.012,2668.244,,2419.0876,-127.3204,,
141, 2015/07/27,2822.368,2683.448,2924.078,2683.048,2865.9,2790.425,2682.075,,2681.2496,-141.1184,,
142, 2015/07/24,2976.938,2897.818,3014.178,2879.258,2898.875,2790.387,2682.394,,2828.0911,-148.8469,,
143, 2015/07/23,2896.248,2967.948,2969.348,2864.428,2875.975,2754.2,2683.531,,2751.4356,-144.8124,,
144, 2015/07/22,2882.058,2897.368,2932.058,2828.448,2807.8,2700.988,2695.456,,2737.9551,-144.1029,,
145, 2015/07/21,2802.018,2882.898,2917.408,2779.528,2746.325,2647.65,2719.762,,2661.9171,-140.1009,,
146, 2015/07/20,2820.718,2848.298,2907.148,2777.908,2714.95,2594.55,2745.306,,2679.6821,-141.0359,,
147, 2015/07/17,2651.438,2783.318,2805.799,2646.499,2681.9,2559.113,2768.644,,2518.8661,-132.5719,,
148, 2015/07/16,2526.648,2627.078,2698.158,2439.239,2632.425,2541.3,2804.7,,2400.3156,-126.3324,True,-126.33240000000023
149, 2015/07/15,2750.658,2590.028,2750.658,2583.458,2594.175,2543.538,2860.419,,2613.1251,-137.5329,,
150, 2015/07/14,2725.038,2726.048,2827.548,2715.978,2548.975,2560.475,2910.456,,2588.7861,-136.2519,,
151, 2015/07/13,2612.768,2683.068,2683.068,2592.198,2474.15,2573.725,2958.95,,2482.1296,-130.6384,,
152, 2015/07/10,2487.388,2535.888,2535.888,2478.868,2436.325,2574.4,3019.788,,2363.0186,-124.3694,,
153, 2015/07/09,2338.108,2435.758,2435.758,2338.108,2450.175,2612.863,3086.094,,2221.2026,-116.9054,,
154, 2015/07/08,2304.758,2364.048,2364.078,2304.758,2492.9,2689.925,3156.038,,2189.5201,-115.2379,,
155, 2015/07/07,2398.098,2352.008,2415.678,2350.969,2571.975,2791.875,3223.119,,2278.1931,-119.9049,,
156, 2015/07/06,2795.668,2493.828,2795.668,2417.558,2673.3,2896.063,3290.744,,2655.8846,-139.7834,,
157, 2015/07/03,2559.029,2605.279,2788.759,2458.289,2712.475,2978.175,3360.344,,2431.07755,-127.95145,,
158, 2015/07/02,2756.249,2649.319,2825.148,2591.049,2775.55,3068.1,3427.25,,2618.43655,-137.81245,,
159, 2015/07/01,2842.168,2759.408,3008.188,2743.608,2886.95,3177.3,3493.894,,2700.0596,-142.1084,,
160, 2015/06/30,2566.018,2858.608,2875.088,2485.458,3011.775,3260.438,3551.006,,2437.7171,-128.3009,,
161, 2015/06/29,2943.498,2689.758,2950.128,2663.438,3118.825,3344.175,3594.012,,2796.3231,-147.1749,,
162, 2015/06/26,3078.398,2920.698,3078.398,2915.938,3243.875,3465.175,3636.663,,2924.4781,-153.9199,,
163, 2015/06/25,3403.628,3206.378,3408.228,3172.368,3360.65,3559.325,3662.281,,3233.4466,-170.1814,,
164, 2015/06/24,3425.568,3383.398,3459.458,3304.668,3467.65,3622.15,3683.4,,3254.2896,-171.2784,,
165, 2015/06/23,3314.888,3393.938,3397.268,3154.598,3509.1,3654.363,3695.131,,3149.1436,-165.7444,,
166, 2015/06/19,3408.528,3314.978,3476.028,3304.648,3569.525,3685.425,3698.837,,3238.1016,-170.4264,,
167, 2015/06/18,3734.908,3504.548,3752.178,3497.729,3686.475,3742.512,3708.919,,3548.1626,-186.7454,,
168, 2015/06/17,3586.368,3741.358,3754.368,3511.108,3758.0,3786.4,3710.063,,3407.0496,-179.3184,,
169, 2015/06/16,3636.789,3590.668,3669.819,3475.349,3776.65,3810.488,3693.306,,3454.94955,-181.83945,,
170, 2015/06/15,3919.359,3696.029,3919.359,3688.889,3799.625,3841.575,3679.913,,3723.39105,-195.96795,,
171, 2015/06/12,3889.159,3899.709,3922.699,3850.589,3801.325,3843.85,3659.031,,3694.70105,-194.45795,,
172, 2015/06/11,3843.979,3862.139,3884.369,3815.059,3798.55,3808.15,3621.313,,3651.78005,-192.19895,,
173, 2015/06/10,3695.059,3834.699,3876.849,3676.759,3814.8,3765.238,3585.288,,3510.30605,-184.75295,,
174, 2015/06/09,3664.369,3705.539,3793.369,3633.719,3844.325,3744.65,3553.163,,3481.15055,-183.21845,,
175, 2015/06/08,3862.799,3704.549,3862.799,3643.039,3883.525,3735.9,3530.394,,3669.65905,-193.13995,,
176, 2015/06/05,3994.439,3885.829,4037.959,3841.419,3886.375,3712.25,3502.512,,3794.71705,-199.72195,,
177, 2015/06/04,3991.799,3943.469,4015.199,3695.829,3817.75,3675.325,3456.9,,3792.20905,-199.58995,,
178, 2015/06/03,3949.279,3982.249,4011.039,3838.219,3715.675,3633.725,3400.031,,3751.81505,-197.46395,,
179, 2015/06/02,3757.099,3901.539,3912.479,3756.089,3644.975,3576.125,3343.25,,3569.24405,-187.85495,,
180, 2015/06/01,3580.079,3718.749,3722.869,3580.079,3588.275,3518.25,3287.337,,3401.07505,-179.00395,,
181, 2015/05/29,3444.059,3542.839,3595.169,3328.459,3538.125,3474.212,3243.663,,3271.85605,-172.20295,,
182, 2015/05/28,3618.339,3432.979,3677.329,3432.979,3532.9,3434.475,3209.419,,3437.42205,-180.91695,,
183, 2015/05/27,3638.209,3628.669,3662.979,3546.579,3551.775,3405.337,3177.65,,3456.29855,-181.91045,,
184, 2015/05/26,3471.799,3618.229,3619.489,3471.799,3507.275,3361.675,3130.606,,3298.20905,-173.58995,,
185, 2015/05/25,3415.669,3467.919,3499.54,3370.839,3448.225,3324.887,3087.075,,3244.88555,-170.78345,,
186, 2015/05/22,3594.589,3516.629,3618.239,3438.569,3410.3,3292.775,3050.413,,3414.85955,-179.72945,,
187, 2015/05/21,3421.609,3527.409,3531.839,3421.449,3336.05,3238.475,3009.894,,3250.52855,-171.08045,,
188, 2015/05/20,3339.169,3406.279,3471.949,3339.169,3258.9,3166.337,2965.269,,3172.21055,-166.95845,,
189, 2015/05/19,3310.089,3322.769,3340.419,3206.779,3216.075,3110.375,2923.262,,3144.58455,-165.50445,,
190, 2015/05/18,3178.369,3278.479,3286.409,3178.369,3201.55,3056.425,2878.363,,3019.45055,-158.91845,,
191, 2015/05/15,3109.119,3145.339,3176.119,3059.859,3175.25,3013.113,2837.644,,2953.66305,-155.45595,,
192, 2015/05/14,3174.449,3141.589,3228.029,3137.279,3140.9,2984.363,2804.587,,3015.72655,-158.72245,,
193, 2015/05/13,3185.339,3192.149,3271.179,3123.919,3073.775,2949.962,2769.594,,3026.07205,-159.26695,,
194, 2015/05/12,3176.539,3250.299,3254.989,3133.959,3004.675,2899.538,2737.931,,3017.71205,-158.82695,,
195, 2015/05/11,3015.429,3146.829,3150.489,2991.329,2911.3,2849.262,2704.306,,2864.65755,-150.77145,,
196, 2015/05/08,2838.969,2973.599,2974.369,2838.969,2850.975,2808.05,2674.606,,2697.02055,-141.94845,,
197, 2015/05/07,2824.819,2806.049,2879.679,2801.469,2827.825,2781.313,2650.75,,2683.57805,-141.24095,,
198, 2015/05/06,2806.299,2846.559,2927.029,2806.299,2826.15,2764.2,2634.856,,2665.98405,-140.31495,,
199, 2015/05/05,2830.789,2783.439,2845.709,2753.869,2794.4,2736.15,2620.363,,2689.24955,-141.53945,,
200, 2015/05/04,2868.099,2845.249,2884.439,2803.819,2787.225,2700.3,2606.7,,2724.69405,-143.40495,,
201, 2015/04/30,2825.159,2857.889,2918.75,2825.159,2765.125,2662.175,2588.206,,2683.90105,-141.25795,,
202, 2015/04/29,2693.479,2797.52,2798.52,2674.76,2734.8,2624.813,2565.556,,2558.80505,-134.67395,,
203, 2015/04/28,2764.409,2687.969,2779.199,2650.429,2702.25,2589.225,2542.431,,2626.18855,-138.22045,,
204, 2015/04/27,2781.6,2747.5,2806.76,2737.15,2677.9,2576.325,2522.563,,2642.52,-139.08,,
205, 2015/04/24,2689.909,2734.75,2747.619,2672.199,2613.375,2559.35,2501.381,,2555.41355,-134.49545,True,-134.49545000000035
206, 2015/04/23,2656.179,2706.189,2718.26,2656.179,2559.225,2541.163,2479.231,,2523.37005,-132.80895,,
207, 2015/04/22,2610.74,2634.929,2655.369,2610.74,2514.825,2520.188,2463.169,,2480.203,-130.537,,
208, 2015/04/21,2443.12,2566.09,2566.09,2443.12,2476.2,2505.512,2449.325,,2320.964,-122.156,,
209, 2015/04/20,2462.41,2424.85,2493.2,2411.34,2474.75,2504.575,2435.7,,2339.2895,-123.1205,,
210, 2015/04/17,2507.47,2463.99,2511.98,2453.28,2505.325,2513.1,2425.144,,2382.0965,-125.3735,,
211, 2015/04/16,2420.93,2484.33,2532.31,2407.85,2523.1,2514.238,2411.137,,2299.8835,-121.0465,,
212, 2015/04/15,2548.99,2441.74,2548.99,2441.74,2525.55,2506.3,2396.075,,2421.5405,-127.4495,,
213, 2015/04/14,2584.59,2558.85,2593.7,2539.94,2534.825,2495.637,2380.856,,2455.3605,-129.2295,,
214, 2015/04/13,2558.19,2577.78,2596.92,2545.26,2534.4,2468.8,2360.05,,2430.2805,-127.9095,,
215, 2015/04/10,2475.55,2552.83,2567.68,2457.82,2520.875,2443.413,2334.613,,2351.7725,-123.7775,,
216, 2015/04/09,2481.69,2496.49,2501.3,2346.89,2505.375,2417.3,2307.875,,2357.6055,-124.0845,,
217, 2015/04/08,2566.94,2488.16,2568.09,2442.82,2487.05,2406.15,2284.844,,2438.593,-128.347,,
218, 2015/04/07,2530.07,2556.7,2557.87,2522.26,2456.45,2393.137,2262.7,,2403.5665,-126.5035,,
219, 2015/04/03,2469.85,2510.16,2515.58,2460.94,2403.2,2366.825,2234.587,,2346.3575,-123.4925,,
220, 2015/04/02,2434.76,2475.33,2475.33,2420.19,2365.95,2337.188,2206.65,,2313.022,-121.738,,
221, 2015/04/01,2347.0,2404.91,2407.49,2345.75,2329.225,2308.038,2183.619,,2229.65,-117.35,,
222, 2015/03/31,2294.32,2335.17,2358.209,2288.31,2325.25,2285.85,2163.869,,2179.604,-114.716,,
223, 2015/03/30,2319.31,2290.479,2332.6,2266.85,2329.825,2266.075,2145.2,,2203.3445,-115.9655,,
224, 2015/03/27,2274.68,2323.82,2326.42,2267.87,2330.45,2251.3,2130.025,,2160.946,-113.734,,
225, 2015/03/26,2362.45,2291.79,2370.3,2270.79,2308.425,2225.813,2110.231,,2244.3275,-118.1225,,
226, 2015/03/25,2364.94,2385.01,2405.56,2344.11,2286.85,2198.45,2089.663,,2246.693,-118.247,,
227, 2015/03/24,2310.51,2357.97,2363.06,2253.2,2246.45,2163.538,2064.25,,2194.9845,-115.5255,,
228, 2015/03/23,2225.85,2293.65,2293.92,2221.71,2202.325,2132.262,2041.063,,2114.5575,-111.2925,,
229, 2015/03/20,2187.469,2213.77,2232.08,2187.01,2172.15,2102.35,2021.219,,2078.09555,-109.37345,,
