,date,open,close,high,low,ma5,ma10,ma20,KDJ.K,KDJ.D,KDJ.J,magtma,gt_ma,lt_ma,ma_up,ma_down,ma_crossup,kdj_up,kdj_down,all,earning,stoploss_point,stoploss,earning_with_stoploss
239, 2015/03/06,6824.589,6640.889,6830.049,6640.729,6718.2,6642.1,6397.85,204.013,187.062,33.902,True,True,True,True,False,False,True,False,False,0.0,6142.1301,0.0,0.0
240, 2015/03/05,6773.859,6802.25,6802.25,6716.689,6716.2,6613.9,6368.15,213.75,182.825,61.85,True,False,True,True,False,False,True,False,False,0.0,6096.4731,0.0,0.0
241, 2015/03/04,6649.489,6764.729,6764.729,6649.489,6669.6,6559.7,6334.95,206.638,175.094,63.089,True,True,True,True,False,False,True,False,False,0.0,5984.5401,0.0,0.0
242, 2015/03/03,6689.219,6645.019,6757.259,6640.199,6619.8,6505.7,6305.05,198.376,167.207,62.337,True,True,True,True,False,False,True,False,False,0.0,6020.2971,0.0,0.0
243, 2015/03/02,6671.389,6738.639,6742.109,6635.929,6604.4,6455.3,6284.6,197.134,159.415,75.437,True,False,True,True,False,False,True,False,False,0.0,6004.2501,0.0,0.0
244, 2015/02/27,6567.699,6630.629,6652.529,6547.519,6566.0,6381.0,6258.0,183.148,149.986,66.325,True,False,True,True,False,False,True,False,False,0.0,5910.9291,0.0,0.0
245, 2015/02/26,6513.019,6568.739,6569.219,6483.929,6511.6,6320.5,6229.25,173.631,141.695,63.872,True,True,True,True,False,False,True,False,False,0.0,5861.7171,0.0,0.0
246, 2015/02/25,6596.869,6516.069,6605.259,6488.289,6449.8,6278.8,6208.2,165.259,133.711,63.096,True,True,True,True,False,False,True,False,False,0.0,5937.1821,0.0,0.0
247, 2015/02/17,6577.399,6568.069,6589.159,6529.139,6391.6,6243.7,6186.45,157.534,125.824,63.419,False,True,True,True,False,False,True,False,False,0.0,5919.6591,0.0,0.0
248, 2015/02/16,6391.439,6546.479,6546.479,6391.439,6306.2,6205.9,6156.1,140.086,117.897,44.38,False,True,True,True,False,False,True,False,False,0.0,5752.2951,0.0,0.0
249, 2015/02/13,6296.499,6358.959,6395.289,6296.499,6196.0,6153.6,6115.95,117.978,112.349,11.258,False,True,True,True,False,True,False,True,False,0.0,5666.8491,0.0,0.0
250, 2015/02/12,6232.129,6259.529,6267.829,6216.539,6129.4,6122.4,6092.55,107.136,110.942,-7.611,False,True,True,True,False,False,False,True,False,0.0,5608.9161,0.0,0.0
251, 2015/02/11,6146.999,6224.939,6259.359,6144.809,6107.8,6110.2,6069.1,101.864,111.893,-20.058,False,False,True,False,True,False,False,True,False,0.0,5532.2991,0.0,0.0
252, 2015/02/10,6005.119,6141.679,6141.679,5995.649,6095.8,6104.4,6047.05,97.175,114.401,-34.451,False,False,True,False,True,False,False,True,False,0.0,5404.6071,0.0,0.0
253, 2015/02/09,6013.639,5994.959,6082.729,5978.759,6105.6,6113.9,6031.3,98.254,118.707,-40.905,False,False,True,False,True,False,False,True,False,0.0,5412.2751,0.0,0.0
254, 2015/02/06,6147.639,6025.349,6164.559,5993.859,6111.2,6135.0,6015.55,113.141,123.82,-21.358,True,True,True,True,False,False,True,False,False,0.0,5532.8751,0.0,0.0
255, 2015/02/05,6206.989,6151.989,6277.149,6146.619,6115.4,6138.0,5997.6,127.402,126.49,1.825,True,True,True,False,True,False,True,False,False,0.0,5586.2901,0.0,0.0
256, 2015/02/04,6208.459,6164.859,6240.169,6161.31,6112.6,6137.6,5973.7,130.857,126.262,9.191,True,False,True,False,True,False,True,False,False,0.0,5587.6131,0.0,0.0
257, 2015/02/03,6059.459,6190.7,6202.91,6059.459,6113.0,6129.2,5948.65,132.053,125.113,13.881,True,False,True,False,True,False,True,False,False,0.0,5453.5131,0.0,0.0
258, 2015/02/02,5989.659,6022.819,6080.129,5979.419,6122.2,6106.3,5924.4,129.028,123.378,11.301,True,False,True,False,True,False,True,False,False,0.0,5390.6931,0.0,0.0
259, 2015/01/30,6137.989,6046.609,6166.759,6046.549,6158.8,6078.3,5902.75,140.384,121.965,36.837,True,False,True,False,True,False,True,False,False,0.0,5524.1901,0.0,0.0
260, 2015/01/29,6116.129,6138.389,6184.239,6099.909,6160.6,6062.7,5873.45,150.413,117.361,66.105,True,False,True,True,False,False,True,False,False,0.0,5504.5161,0.0,0.0
261, 2015/01/28,6210.289,6166.509,6241.159,6147.349,6162.6,6028.0,5836.15,151.682,109.097,85.168,True,False,True,True,False,False,True,False,False,0.0,5589.2601,0.0,0.0
262, 2015/01/27,6230.559,6236.169,6260.989,6133.499,6145.4,5989.7,5802.7,148.231,98.451,99.559,True,False,True,True,False,False,True,False,False,0.0,5607.5031,0.0,0.0
263, 2015/01/26,6073.499,6206.109,6207.179,6073.499,6090.4,5948.7,5769.15,134.579,86.007,97.144,False,True,True,True,False,False,True,False,False,0.0,5466.1491,0.0,0.0
264, 2015/01/23,6150.999,6056.399,6159.809,6030.849,5997.8,5896.1,5734.8,118.256,73.864,88.785,False,True,True,True,False,False,True,False,False,0.0,5535.8991,0.0,0.0
265, 2015/01/22,6085.049,6147.439,6160.099,6076.519,5964.8,5857.2,5704.7,110.945,62.765,96.359,False,True,True,True,False,False,True,False,False,0.0,5476.5441,0.0,0.0
266, 2015/01/21,6001.629,6081.279,6086.139,5992.899,5893.4,5809.8,5666.6,90.73,50.721,80.02,False,False,True,True,False,False,True,False,False,0.0,5401.4661,0.0,0.0
267, 2015/01/20,5764.708,5960.639,5964.349,5764.708,5834.0,5768.1,5635.2,70.346,40.718,59.255,False,False,True,True,False,False,True,False,False,0.0,5188.2372,0.0,0.0
268, 2015/01/19,5735.958,5743.568,5950.858,5670.008,5807.0,5742.5,5620.55,55.588,33.311,44.553,False,False,True,True,False,False,True,False,False,0.0,5162.3622,0.0,0.0
269, 2015/01/16,5789.799,5890.849,5900.369,5789.799,5794.4,5727.2,5621.45,58.044,27.742,60.605,False,True,True,True,False,False,True,False,False,0.0,5210.8191,0.0,0.0
270, 2015/01/15,5782.479,5790.739,5798.589,5749.729,5749.6,5684.2,5616.55,45.34,20.166,50.347,False,True,True,True,False,False,True,False,False,0.0,5204.2311,0.0,0.0
271, 2015/01/14,5815.549,5784.219,5839.359,5758.27,5726.2,5644.3,5619.5,38.658,13.873,49.569,False,False,True,True,False,False,True,False,False,0.0,5233.9941,0.0,0.0
272, 2015/01/13,5682.68,5825.689,5838.4,5682.68,5702.2,5615.7,5624.4,30.23,7.677,45.107,False,False,True,True,False,False,True,False,False,0.0,5114.412,0.0,0.0
273, 2015/01/12,5652.27,5679.93,5704.99,5624.029,5678.0,5589.6,5622.05,14.813,2.039,25.548,False,True,True,True,False,False,True,False,False,0.0,5087.043,0.0,0.0
274, 2015/01/09,5662.75,5667.029,5773.2,5661.779,5660.0,5573.5,5624.35,9.759,-1.155,21.827,False,True,True,True,False,False,True,False,False,0.0,5096.475,0.0,0.0
275, 2015/01/08,5663.629,5674.31,5728.759,5635.179,5618.8,5552.2,5626.1,4.48,-3.883,16.727,False,True,True,True,False,False,True,False,False,0.0,5097.2661,0.0,0.0
276, 2015/01/07,5696.439,5663.689,5717.089,5633.93,5562.4,5523.4,5616.85,-3.064,-5.974,5.82,False,True,True,True,False,False,False,True,False,0.0,5126.7951,0.0,0.0
277, 2015/01/06,5549.31,5705.729,5715.85,5532.89,5529.2,5502.3,5619.35,-11.566,-6.702,-9.729,False,False,True,True,False,True,False,True,False,0.0,4994.379,0.0,0.0
278, 2015/01/05,5476.31,5589.78,5610.899,5447.899,5501.2,5498.6,5619.0,-26.531,-5.486,-42.091,False,False,True,True,False,False,False,True,False,0.0,4928.679,0.0,0.0
279, 2014/12/31,5388.729,5461.189,5464.83,5381.229,5487.0,5515.7,5630.15,-33.44,-0.224,-66.431,False,False,True,True,False,False,False,True,False,0.0,4849.8561,0.0,0.0
280, 2014/12/30,5491.399,5391.39,5500.14,5380.069,5485.6,5548.9,5642.0,-28.679,8.08,-73.517,False,False,True,True,False,False,False,True,False,0.0,4942.2591,0.0,0.0
281, 2014/12/29,5577.319,5498.049,5579.739,5462.169,5484.4,5594.7,5653.1,-15.078,17.269,-64.695,False,True,True,False,True,False,False,True,False,0.0,5019.5871,0.0,0.0
282, 2014/12/26,5519.979,5565.609,5566.04,5498.91,5475.4,5633.1,5655.95,-8.359,25.356,-67.43,False,False,True,False,True,False,False,True,False,0.0,4967.9811,0.0,0.0
283, 2014/12/25,5470.35,5518.83,5518.83,5463.26,5496.0,5654.5,5657.05,-6.54,33.785,-80.65,False,False,True,False,True,False,False,True,False,0.0,4923.315,0.0,0.0
284, 2014/12/24,5414.39,5453.28,5457.22,5393.58,5544.4,5675.2,5661.05,0.639,43.866,-86.454,False,False,True,False,True,False,False,True,False,0.0,4872.951,0.0,0.0
285, 2014/12/23,5433.04,5386.0,5510.79,5381.149,5612.2,5700.0,5667.4,16.468,54.673,-76.411,False,False,True,False,True,False,False,True,False,0.0,4889.736,0.0,0.0
286, 2014/12/22,5646.06,5453.22,5646.06,5435.25,5705.0,5710.3,5676.85,43.282,64.224,-41.885,False,False,True,False,True,False,True,False,False,0.0,5081.454,0.0,0.0
287, 2014/12/19,5749.179,5668.149,5750.029,5600.869,5790.8,5736.4,5677.95,70.033,69.46,1.145,False,False,True,True,False,False,True,False,False,0.0,5174.2611,0.0,0.0
288, 2014/12/18,5775.469,5760.809,5809.409,5758.539,5813.0,5739.4,5665.85,81.274,69.317,23.914,False,False,True,True,False,False,True,False,False,0.0,5197.9221,0.0,0.0
289, 2014/12/17,5839.419,5793.109,5839.419,5724.759,5806.0,5744.6,5646.9,85.005,66.328,37.355,False,True,True,True,False,False,True,False,False,0.0,5255.4771,0.0,0.0
290, 2014/12/16,5885.759,5850.279,5898.029,5820.199,5787.8,5735.1,5628.15,85.242,61.658,47.168,False,True,True,True,False,False,True,False,False,0.0,5297.1831,0.0,0.0
291, 2014/12/15,5758.899,5882.179,5888.85,5753.819,5715.6,5711.5,5605.1,78.484,55.762,45.443,False,True,True,True,False,False,True,False,False,0.0,5183.0091,0.0,0.0
292, 2014/12/12,5737.359,5778.589,5790.259,5727.449,5682.0,5678.8,5580.15,65.468,50.082,30.773,False,False,True,False,True,False,True,False,False,0.0,5163.6231,0.0,0.0
293, 2014/12/11,5680.469,5726.449,5753.469,5660.409,5665.8,5659.6,5557.4,58.451,46.235,24.431,False,False,True,True,False,False,True,False,False,0.0,5112.4221,0.0,0.0
294, 2014/12/10,5500.049,5701.749,5707.209,5500.049,5683.2,5646.9,5536.85,53.953,43.181,21.543,False,False,True,False,True,False,True,False,False,0.0,4950.0441,0.0,0.0
295, 2014/12/09,5693.359,5488.999,5717.039,5479.449,5682.4,5634.8,5522.8,49.941,40.489,18.906,False,False,True,True,False,False,True,False,False,0.0,5124.0231,0.0,0.0
296, 2014/12/08,5667.939,5713.919,5737.079,5624.449,5707.4,5643.4,5516.85,65.757,38.125,55.263,False,False,True,True,False,False,True,False,False,0.0,5101.1451,0.0,0.0
297, 2014/12/05,5827.099,5697.709,5827.099,5557.479,5675.6,5619.5,5507.85,62.086,31.217,61.737,False,True,True,True,False,False,True,False,False,0.0,5244.3891,0.0,0.0
298, 2014/12/04,5701.739,5813.089,5817.289,5701.739,5653.4,5592.3,5497.75,58.148,23.5,69.295,False,False,True,True,False,False,True,False,False,0.0,5131.5651,0.0,0.0
299, 2014/12/03,5615.529,5697.799,5698.569,5580.75,5610.6,5549.2,5484.55,40.528,14.838,51.379,False,False,True,True,False,False,True,False,False,0.0,5053.9761,0.0,0.0
300, 2014/12/02,5543.83,5614.75,5627.05,5539.6,5587.2,5521.2,5475.4,29.187,8.416,41.542,False,False,True,True,False,False,True,False,False,0.0,4989.447,0.0,0.0
301, 2014/12/01,5578.649,5554.359,5578.679,5517.6,5579.4,5498.7,5470.85,22.743,3.223,39.04,False,False,True,True,False,False,True,False,False,0.0,5020.7841,0.0,0.0
302, 2014/11/28,5595.409,5587.199,5595.409,5526.919,5563.4,5481.5,5471.9,20.337,-1.657,43.987,False,True,True,True,False,False,True,False,False,0.0,5035.8681,0.0,0.0
303, 2014/11/27,5601.58,5598.879,5605.649,5559.99,5531.2,5455.2,5470.45,13.626,-7.155,41.562,False,True,True,True,False,False,True,False,False,0.0,5041.422,0.0,0.0
304, 2014/11/26,5588.4,5581.57,5601.52,5546.6,5487.8,5426.8,5468.9,3.673,-12.351,32.048,False,True,True,True,False,False,True,False,False,0.0,5029.56,0.0,0.0
305, 2014/11/25,5483.49,5574.1,5574.1,5481.13,5455.2,5410.8,5468.65,-7.321,-16.356,18.071,False,True,True,True,False,False,False,True,False,0.0,4935.141,0.0,0.0
306, 2014/11/24,5470.22,5475.7,5494.43,5445.44,5418.0,5390.3,5466.85,-20.486,-18.615,-3.742,False,False,True,True,False,True,False,True,False,0.0,4923.198,0.0,0.0
307, 2014/11/21,5387.23,5425.35,5427.77,5383.9,5399.6,5396.2,5465.15,-26.974,-18.148,-17.652,False,False,True,True,False,False,False,True,False,0.0,4848.507,0.0,0.0
308, 2014/11/20,5401.16,5381.93,5403.64,5375.57,5379.2,5403.2,5464.4,-29.735,-15.941,-27.587,False,True,True,False,True,False,False,True,False,0.0,4861.044,0.0,0.0
309, 2014/11/19,5389.71,5418.18,5447.21,5385.23,5365.8,5419.9,5465.45,-28.406,-12.493,-31.826,False,True,True,True,False,False,False,True,False,0.0,4850.739,0.0,0.0
310, 2014/11/18,5387.79,5389.14,5409.07,5371.92,5366.4,5429.6,5468.0,-29.987,-8.515,-42.945,False,False,True,False,True,False,False,True,False,0.0,4849.011,0.0,0.0
311, 2014/11/17,5333.67,5382.96,5406.65,5307.72,5362.6,5443.0,5474.4,-28.612,-3.146,-50.931,False,False,True,False,True,False,False,True,False,0.0,4800.303,0.0,0.0
312, 2014/11/14,5293.67,5324.23,5327.14,5272.45,5392.8,5462.3,5483.05,-25.812,3.22,-58.063,False,False,True,False,True,False,False,True,False,0.0,4764.303,0.0,0.0
313, 2014/11/13,5421.14,5314.68,5421.14,5286.939,5427.2,5485.7,5490.8,-15.882,10.478,-52.719,False,False,True,False,True,False,False,True,False,0.0,4879.026,0.0,0.0
314, 2014/11/12,5355.169,5421.58,5421.58,5349.77,5474.0,5511.0,5501.35,-2.005,17.068,-38.145,False,False,True,False,True,False,False,True,False,0.0,4819.6521,0.0,0.0
315, 2014/11/11,5544.209,5370.029,5550.009,5338.669,5492.8,5526.5,5510.85,4.853,21.836,-33.967,False,False,True,False,True,False,False,True,False,0.0,4989.7881,0.0,0.0
316, 2014/11/10,5502.54,5533.83,5533.859,5475.0,5523.4,5543.4,5521.2,18.783,26.082,-14.598,False,False,True,False,True,False,False,True,False,0.0,4952.286,0.0,0.0
317, 2014/11/07,5556.459,5495.87,5577.229,5471.129,5531.8,5534.1,5524.5,19.611,27.906,-16.59,False,False,True,False,True,False,False,True,False,0.0,5000.8131,0.0,0.0
318, 2014/11/06,5515.459,5549.18,5550.33,5490.189,5544.2,5525.6,5531.75,24.249,29.98,-11.462,False,False,True,False,True,False,False,True,False,0.0,4963.9131,0.0,0.0
319, 2014/11/05,5522.36,5514.62,5531.91,5489.76,5548.0,5511.0,5538.15,24.388,31.413,-14.05,False,False,True,False,True,False,False,True,False,0.0,4970.124,0.0,0.0
320, 2014/11/04,5575.68,5523.68,5575.68,5503.2,5560.2,5506.4,5545.75,27.729,33.169,-10.88,False,False,True,True,False,False,False,True,False,0.0,5018.112,0.0,0.0
321, 2014/11/03,5556.67,5575.47,5578.64,5542.36,5563.4,5505.8,5549.8,30.668,34.529,-7.723,False,False,True,True,False,False,False,True,False,0.0,5001.003,0.0,0.0
322, 2014/10/31,5574.88,5557.58,5584.02,5509.73,5536.4,5503.8,5549.25,28.7,35.495,-13.59,False,True,True,True,False,True,False,True,False,0.0,5017.392,0.0,0.0
323, 2014/10/30,5574.97,5568.54,5606.43,5550.06,5507.0,5495.9,5546.85,27.592,37.193,-19.203,False,True,True,True,False,False,False,True,False,0.0,5017.473,0.0,0.0
324, 2014/10/29,5552.5,5575.71,5582.07,5529.221,5474.0,5491.7,5542.95,24.661,39.594,-29.866,False,False,True,True,False,False,False,True,False,0.0,4997.25,0.0,0.0
325, 2014/10/28,5451.411,5539.44,5539.44,5451.411,5452.6,5495.2,5538.15,19.83,43.327,-46.994,False,False,True,False,True,False,False,True,False,0.0,4906.2699,0.0,0.0
326, 2014/10/27,5396.221,5440.911,5440.911,5369.271,5448.2,5499.0,5532.25,17.069,49.201,-64.264,False,False,True,False,True,False,False,True,False,0.0,4856.5989,0.0,0.0
327, 2014/10/24,5405.501,5410.861,5442.321,5394.551,5471.2,5514.9,5528.1,23.33,57.234,-67.809,False,False,True,False,True,False,False,True,False,0.0,4864.9509,0.0,0.0
328, 2014/10/23,5457.391,5402.811,5476.021,5379.061,5484.8,5537.9,5529.55,34.041,65.71,-63.34,False,False,True,False,True,False,False,True,False,0.0,4911.6519,0.0,0.0
329, 2014/10/22,5520.431,5469.071,5547.171,5466.921,5509.4,5565.3,5529.35,48.036,73.628,-51.184,True,False,True,False,True,False,False,True,False,0.0,4968.3879,0.0,0.0
330, 2014/10/21,5560.531,5517.561,5577.721,5510.241,5537.8,5585.1,5524.75,58.454,80.026,-43.144,True,False,True,False,True,False,False,True,False,0.0,5004.4779,0.0,0.0
331, 2014/10/20,5492.131,5555.471,5557.131,5492.131,5549.8,5593.8,5515.9,65.964,85.419,-38.91,True,False,True,False,True,False,False,True,False,0.0,4942.9179,0.0,0.0
332, 2014/10/17,5518.812,5479.352,5544.812,5393.361,5558.6,5594.7,5515.75,70.73,90.283,-39.105,True,False,True,False,True,False,False,True,False,0.0,4966.9308,0.0,0.0
333, 2014/10/16,5587.711,5525.421,5636.872,5525.421,5591.0,5597.8,5517.3,83.534,95.171,-23.273,True,False,True,False,True,False,False,True,False,0.0,5028.9399,0.0,0.0
334, 2014/10/15,5577.841,5611.542,5611.542,5536.721,5621.2,5594.2,5513.9,93.972,98.08,-8.216,True,False,True,False,True,False,False,True,False,0.0,5020.0569,0.0,0.0
335, 2014/10/14,5593.921,5577.211,5632.751,5547.701,5632.4,5581.1,5507.3,97.158,99.107,-3.899,True,False,True,True,False,False,True,False,False,0.0,5034.5289,0.0,0.0
336, 2014/10/13,5611.121,5600.071,5611.121,5538.391,5637.8,5565.5,5502.2,103.307,99.594,7.425,True,False,True,True,False,False,True,False,False,0.0,5050.0089,0.0,0.0
337, 2014/10/10,5655.811,5640.931,5674.471,5609.831,5630.8,5541.3,5494.65,107.325,98.666,17.318,True,True,True,True,False,False,True,False,False,0.0,5090.2299,0.0,0.0
338, 2014/10/09,5678.981,5676.321,5696.191,5608.061,5604.6,5521.2,5484.0,106.732,96.501,20.462,True,True,True,True,False,False,True,False,False,0.0,5111.0829,0.0,0.0
339, 2014/10/08,5625.931,5666.821,5666.821,5586.061,5567.2,5493.4,5469.75,100.82,93.944,13.752,True,True,True,True,False,False,True,False,False,0.0,5063.3379,0.0,0.0
340, 2014/09/30,5576.231,5604.801,5621.011,5569.851,5529.8,5464.4,5453.85,92.774,92.225,1.099,True,True,True,True,False,False,False,True,False,0.0,5018.6079,0.0,0.0
341, 2014/09/29,5532.171,5564.711,5570.121,5531.771,5493.2,5438.0,5438.2,87.471,92.087,-9.233,True,True,True,True,False,False,False,True,False,0.0,4978.9539,0.0,0.0
342, 2014/09/26,5484.731,5509.831,5515.871,5472.071,5451.8,5436.8,5420.1,83.511,93.241,-19.461,True,True,True,True,False,True,False,True,False,0.0,4936.2579,0.0,0.0
343, 2014/09/25,5508.531,5489.721,5552.481,5473.691,5437.8,5436.8,5401.35,82.83,95.674,-25.688,True,False,True,True,False,False,False,True,False,0.0,4957.6779,0.0,0.0
344, 2014/09/24,5409.731,5480.561,5486.981,5396.481,5419.6,5433.6,5386.55,82.804,98.885,-32.163,True,False,True,True,False,False,False,True,False,0.0,4868.7579,0.0,0.0
345, 2014/09/23,5352.311,5420.461,5422.071,5352.311,5399.0,5433.5,5370.05,82.498,102.905,-40.815,True,False,True,False,True,False,False,True,False,0.0,4817.0799,0.0,0.0
346, 2014/09/22,5434.901,5358.461,5434.901,5343.611,5382.8,5438.9,5360.25,87.027,108.007,-41.96,True,False,True,False,True,False,False,True,False,0.0,4891.4109,0.0,0.0
